transaction_id,date,time,royalty_number,drink_type,unit_price,unit_sold,total_sale
67,2023-07-10,09:44,5977,Mocha,60,1,60
68,2023-09-09,11:46,5724,Mocha,60,1,60
69,2023-09-25,14:29,3501,Espresso,40,2,80
70,2023-09-09,11:41, ,Espresso,40,2,80
71,2023-07-20,08:30, ,Iced Coffee,70,1,70
72,2023-08-26,12:34, ,Iced Coffee,70,1,70
73,2023-09-21,15:21,5724,Iced Coffee,70,1,70
74,2023-07-02,13:27,6699,Cappuccino,60,2,120
75,2023-09-07,11:09,2824,Tea,40,4,160
76,2023-08-10,09:40,7169,Cappuccino,60,1,60
77,2023-09-20,09:04,5224,Cappuccino,60,1,60
78,2023-08-31,14:13, ,Tea,40,1,40
79,2023-09-09,10:06, ,Tea,40,1,40
80,2023-07-19,15:21,2983,Iced Coffee,70,3,210
80,2023-07-19,15:21,2983,Mocha,60,1,60
80,2023-07-19,15:21,2983,Latte,60,1,60
80,2023-07-19,15:21,2983,Espresso,40,1,40
81,2023-09-23,08:17,1187,Espresso,40,1,40
82,2023-09-29,13:06, ,Tea,40,1,40
83,2023-09-26,17:29,7164,Mocha,60,3,180
84,2023-07-23,16:56,3145,Mocha,60,4,240
85,2023-08-13,10:22, ,Tea,40,1,40
86,2023-08-22,08:22,9826,Cappuccino,60,1,60
87,2023-09-13,08:04,2391,Espresso,40,2,80
88,2023-09-11,11:51,5594,Mocha,60,2,120
89,2023-09-29,15:47,4334,Iced Coffee,70,1,70
90,2023-09-30,08:47,7318,Espresso,40,1,40
91,2023-07-17,17:50,8059,Latte,60,1,60
91,2023-07-17,17:50,8059,Tea,40,1,40
92,2023-08-25,10:42,8395,Latte,60,1,60
92,2023-08-25,10:42,8395,Cappuccino,60,1,60
92,2023-08-25,10:42,8395,Espresso,40,1,40
92,2023-08-25,10:42,8395,Tea,40,1,40
93,2023-07-22,11:53,2621,Tea,40,1,40
93,2023-07-22,11:53,2621,Latte,60,1,60
93,2023-07-22,11:53,2621,Mocha,60,1,60
93,2023-07-22,11:53,2621,Espresso,40,1,40
93,2023-07-22,11:53,2621,Cappuccino,60,1,60
94,2023-08-13,14:16, ,Tea,40,1,40
95,2023-09-19,14:48,8187,Latte,60,1,60
96,2023-08-10,11:07,8403,Cappuccino,60,1,60
97,2023-09-09,11:40, ,Mocha,60,1,60
98,2023-09-13,08:51, ,Latte,60,1,60
99,2023-08-07,16:53, ,Mocha,60,1,60
99,2023-08-07,16:53, ,Latte,60,1,60
100,2023-08-29,15:53, ,Iced Coffee,70,1,70
101,2023-07-18,15:52,5097,Mocha,60,1,60
101,2023-07-18,15:52,5097,Tea,40,1,40
102,2023-07-16,09:11, ,Iced Coffee,70,1,70
103,2023-07-31,08:38,3819,Latte,60,1,60
103,2023-07-31,08:38,3819,Espresso,40,3,120
104,2023-09-16,15:59, ,Cappuccino,60,1,60
105,2023-07-27,15:24, ,Iced Coffee,70,1,70
106,2023-08-09,12:25,5088,Espresso,40,3,120
107,2023-09-02,10:07, ,Latte,60,1,60
108,2023-07-21,13:09,8882,Cappuccino,60,1,60
109,2023-07-23,11:54,5774,Espresso,40,1,40
110,2023-08-29,12:00,2856,Latte,60,1,60
111,2023-08-19,14:26,1177,Latte,60,1,60
112,2023-07-28,09:40, ,Iced Coffee,70,1,70
113,2023-07-01,13:49, ,Cappuccino,60,1,60
114,2023-09-01,08:27,8478,Cappuccino,60,1,60
114,2023-09-01,08:27,8478,Latte,60,1,60
115,2023-08-10,13:32,3122,Latte,60,1,60
116,2023-08-28,17:08, ,Cappuccino,60,1,60
117,2023-08-06,10:14,4742,Mocha,60,1,60
118,2023-09-02,14:12, ,Iced Coffee,70,1,70
119,2023-09-14,17:29,1439,Espresso,40,1,40
119,2023-09-14,17:29,1439,Iced Coffee,70,1,70
119,2023-09-14,17:29,1439,Mocha,60,2,120
120,2023-08-20,17:40, ,Latte,60,1,60
120,2023-08-20,17:40, ,Espresso,40,1,40
120,2023-08-20,17:40, ,Iced Coffee,70,1,70
120,2023-08-20,17:40, ,Cappuccino,60,1,60
121,2023-09-12,10:52, ,Iced Coffee,70,1,70
122,2023-07-08,09:17,1932,Tea,40,2,80
123,2023-08-19,10:46, ,Mocha,60,1,60
124,2023-09-21,10:22,5127,Cappuccino,60,4,240
125,2023-07-02,15:41,7101,Latte,60,1,60
126,2023-09-18,16:15,4648,Latte,60,1,60
127,2023-09-30,11:27,2724,Mocha,60,1,60
127,2023-09-30,11:27,2724,Latte,60,1,60
127,2023-09-30,11:27,2724,Tea,40,3,120
127,2023-09-30,11:27,2724,Espresso,40,4,160
127,2023-09-30,11:27,2724,Iced Coffee,70,1,70
128,2023-08-19,17:36,6696,Cappuccino,60,3,180
129,2023-08-10,16:36, ,Latte,60,1,60
130,2023-08-16,08:32,1512,Iced Coffee,70,3,210
131,2023-08-29,12:12, ,Iced Coffee,70,3,210
132,2023-09-12,15:05,5183,Iced Coffee,70,1,70
132,2023-09-12,15:05,5183,Cappuccino,60,1,60
133,2023-09-17,17:50,2441,Latte,60,3,180
134,2023-08-02,17:22, ,Latte,60,1,60
135,2023-07-17,08:51, ,Espresso,40,1,40
136,2023-07-22,14:24,9619,Tea,40,3,120
137,2023-08-13,10:26,7781,Mocha,60,1,60
138,2023-08-28,09:32, ,Cappuccino,60,1,60
139,2023-07-22,15:43,7105,Mocha,60,1,60
140,2023-08-19,13:07,6827,Mocha,60,1,60
141,2023-09-02,14:09, ,Espresso,40,3,120
142,2023-09-22,11:16,6662,Tea,40,1,40
142,2023-09-22,11:16,6662,Cappuccino,60,1,60
143,2023-08-21,12:09,6033,Cappuccino,60,1,60
144,2023-07-09,08:50, ,Tea,40,1,40
145,2023-09-25,08:43,7295,Iced Coffee,70,1,70
146,2023-09-27,17:20,1388,Tea,40,1,40
146,2023-09-27,17:20,1388,Cappuccino,60,1,60
146,2023-09-27,17:20,1388,Latte,60,2,120
146,2023-09-27,17:20,1388,Mocha,60,1,60
147,2023-07-12,15:52, ,Tea,40,1,40
148,2023-07-02,14:05,3445,Espresso,40,1,40
149,2023-08-13,17:21, ,Espresso,40,1,40
149,2023-08-13,17:21, ,Latte,60,1,60
149,2023-08-13,17:21, ,Cappuccino,60,1,60
150,2023-09-08,13:41,4617,Tea,40,1,40
151,2023-08-29,10:54,3566,Cappuccino,60,1,60
152,2023-09-02,10:57, ,Cappuccino,60,1,60
153,2023-07-08,12:32,5486,Espresso,40,1,40
154,2023-09-19,17:40,6707,Cappuccino,60,1,60
155,2023-09-18,10:01, ,Iced Coffee,70,1,70
156,2023-07-18,14:17,2391,Iced Coffee,70,1,70
157,2023-08-07,17:35, ,Iced Coffee,70,1,70
158,2023-08-27,17:34,1017,Latte,60,1,60
159,2023-08-01,10:42,7915,Espresso,40,1,40
160,2023-08-04,16:02,8547,Iced Coffee,70,4,280
161,2023-09-19,13:18, ,Iced Coffee,70,1,70
162,2023-08-12,17:22, ,Espresso,40,1,40
162,2023-08-12,17:22, ,Iced Coffee,70,1,70
162,2023-08-12,17:22, ,Latte,60,4,240
162,2023-08-12,17:22, ,Cappuccino,60,1,60
162,2023-08-12,17:22, ,Mocha,60,1,60
163,2023-08-18,14:05, ,Espresso,40,1,40
164,2023-08-06,08:21,2429,Espresso,40,1,40
165,2023-07-23,11:10, ,Tea,40,1,40
166,2023-07-20,17:48, ,Iced Coffee,70,1,70
167,2023-07-18,15:22,1330,Iced Coffee,70,2,140
168,2023-08-15,13:07, ,Iced Coffee,70,2,140
169,2023-09-11,08:15, ,Iced Coffee,70,1,70
170,2023-08-07,09:41, ,Latte,60,1,60
171,2023-07-10,09:27, ,Iced Coffee,70,1,70
172,2023-07-22,14:48,8597,Espresso,40,1,40
172,2023-07-22,14:48,8597,Latte,60,1,60
172,2023-07-22,14:48,8597,Cappuccino,60,1,60
172,2023-07-22,14:48,8597,Tea,40,1,40
172,2023-07-22,14:48,8597,Mocha,60,1,60
173,2023-08-06,10:17, ,Tea,40,1,40
173,2023-08-06,10:17, ,Mocha,60,1,60
173,2023-08-06,10:17, ,Espresso,40,1,40
173,2023-08-06,10:17, ,Latte,60,1,60
173,2023-08-06,10:17, ,Cappuccino,60,1,60
174,2023-08-09,14:05,6480,Cappuccino,60,1,60
174,2023-08-09,14:05,6480,Iced Coffee,70,2,140
174,2023-08-09,14:05,6480,Mocha,60,1,60
174,2023-08-09,14:05,6480,Tea,40,1,40
175,2023-09-22,13:30,7051,Espresso,40,1,40
176,2023-09-29,13:24,6435,Espresso,40,1,40
177,2023-08-06,17:42,4810,Mocha,60,1,60
178,2023-08-10,09:52,1407,Iced Coffee,70,1,70
179,2023-07-20,09:59, ,Cappuccino,60,1,60
179,2023-07-20,09:59, ,Tea,40,1,40
179,2023-07-20,09:59, ,Espresso,40,2,80
179,2023-07-20,09:59, ,Mocha,60,1,60
179,2023-07-20,09:59, ,Iced Coffee,70,1,70
180,2023-08-26,13:45,1309,Latte,60,1,60
180,2023-08-26,13:45,1309,Espresso,40,1,40
181,2023-07-09,17:41,9238,Latte,60,1,60
181,2023-07-09,17:41,9238,Iced Coffee,70,1,70
181,2023-07-09,17:41,9238,Mocha,60,1,60
181,2023-07-09,17:41,9238,Espresso,40,1,40
181,2023-07-09,17:41,9238,Tea,40,1,40
182,2023-09-17,13:51,3465,Tea,40,1,40
183,2023-08-19,12:29,6103,Cappuccino,60,1,60
184,2023-08-21,08:03, ,Iced Coffee,70,1,70
185,2023-07-28,13:57,5642,Mocha,60,1,60
186,2023-09-06,15:56,6462,Iced Coffee,70,1,70
187,2023-09-18,14:33,1074,Tea,40,1,40
188,2023-07-03,10:00, ,Cappuccino,60,1,60
189,2023-07-23,17:14,3772,Cappuccino,60,1,60
190,2023-07-06,09:48,3505,Cappuccino,60,1,60
191,2023-07-06,09:53, ,Tea,40,1,40
192,2023-09-21,12:50, ,Iced Coffee,70,1,70
193,2023-07-13,16:30,8736,Tea,40,1,40
194,2023-07-07,09:41, ,Espresso,40,1,40
195,2023-08-14,16:22,9771,Espresso,40,1,40
195,2023-08-14,16:22,9771,Iced Coffee,70,1,70
195,2023-08-14,16:22,9771,Mocha,60,1,60
196,2023-07-06,14:36,5535,Iced Coffee,70,1,70
197,2023-07-17,10:02,1859,Iced Coffee,70,4,280
198,2023-09-08,11:30,5070,Iced Coffee,70,1,70
198,2023-09-08,11:30,5070,Mocha,60,1,60
198,2023-09-08,11:30,5070,Tea,40,1,40
199,2023-08-22,15:52,7709,Iced Coffee,70,2,140
200,2023-09-01,11:16, ,Tea,40,2,80
200,2023-09-01,11:16, ,Iced Coffee,70,1,70
200,2023-09-01,11:16, ,Cappuccino,60,1,60
200,2023-09-01,11:16, ,Mocha,60,1,60
200,2023-09-01,11:16, ,Latte,60,1,60
