Date,Open,High,Low,Close,Volume,30MA,Volatility
2023-01-12,151.55,204.87,114.58,159.58,42011,168.73733333333334,10.989663461112265
2023-01-13,163.98,218.54,112.67,160.06,45844,168.1506666666667,10.96666608671348
2023-01-14,198.56,244.31,125.01,172.01,39714,167.82766666666666,10.693125952857683
2023-01-15,125.91,211.01,94.74,181.54,24991,168.2036666666667,10.976174662872552
2023-01-16,180.25,237.45,149.62,165.09,19085,167.38099999999997,10.201589920034625
2023-01-17,187.05,240.33,98.14,172.51,35721,167.38133333333332,10.201763111085898
2023-01-18,192.27,209.83,93.23,189.57,15814,168.51233333333337,10.7226899878115
2023-01-19,100.22,238.23,144.6,164.25,28979,168.933,10.275769675006996
2023-01-20,146.95,232.87,111.91,181.74,41992,168.86900000000003,10.1864745855845
2023-01-21,198.15,248.77,90.27,173.44,12542,169.52733333333333,9.802627351302608
2023-01-22,139.89,219.41,105.05,165.52,39667,169.26233333333332,9.799825713908833
2023-01-23,181.37,237.84,138.5,170.4,47818,169.277,9.801235020701968
2023-01-24,154.65,242.2,134.57,152.71,43475,168.28133333333332,9.919707216665628
2023-01-25,177.09,218.95,128.71,173.44,40894,168.57000000000002,9.940286889636342
2023-01-26,148.49,211.18,139.54,183.3,10277,169.45933333333332,10.027398305722645
2023-01-27,102.91,218.41,118.37,152.74,44861,169.31266666666667,10.24364830393512
2023-01-28,108.65,232.64,145.13,175.88,39921,170.01866666666666,9.926773873733095
2023-01-29,111.15,212.87,106.18,152.04,44022,169.39433333333332,10.452946353601197
2023-01-30,125.12,242.92,119.8,154.52,30446,169.45,10.365886358628487
2023-01-31,196.49,214.76,139.76,175.05,41550,169.72433333333336,10.402721355933528
2023-02-01,163.18,238.2,122.63,171.39,19838,170.12966666666665,10.214925348971354
2023-02-02,181.67,216.05,104.39,157.58,34800,170.1926666666667,10.128259180283083
2023-02-03,156.61,225.22,110.02,163.77,15966,169.67700000000002,10.045219192267021
2023-02-04,163.54,243.71,141.63,154.55,25904,168.764,10.136523786918211
2023-02-05,181.19,224.27,121.74,177.64,28722,168.69733333333335,10.068878283356968
2023-02-06,192.67,231.21,110.75,177.21,18474,169.078,10.170533299006841
2023-02-07,191.26,217.14,127.44,188.48,47703,169.72866666666667,10.769489704983574
2023-02-08,182.48,223.43,98.88,177.53,49488,169.68766666666667,10.736211263702417
2023-02-09,109.42,203.07,134.48,186.71,21205,170.054,11.129435218188844
2023-02-10,136.1,225.99,111.83,182.11,38144,170.412,11.343896855228765
2023-02-11,103.55,222.46,121.0,173.3,31120,170.86933333333334,11.167331646009002
2023-02-12,154.64,214.95,110.8,171.66,25644,171.256,10.979397194683358
2023-02-13,179.61,208.64,141.44,153.96,46079,170.65433333333334,11.422287253083512
2023-02-14,105.11,217.03,100.59,156.9,48154,169.833,11.498181310462796
2023-02-15,118.87,214.74,142.15,174.14,47746,170.1346666666667,11.488166545394122
2023-02-16,136.55,218.13,129.71,165.17,22657,169.89,11.513966032306312
2023-02-17,124.43,240.44,100.89,154.72,27038,168.72833333333332,11.214081997982332
2023-02-18,179.51,244.78,99.4,182.37,12108,169.33233333333334,11.450054263787498
2023-02-19,135.21,245.75,105.58,164.85,22299,168.76933333333332,11.23209776621826
2023-02-20,163.89,221.08,116.62,152.85,30397,168.083,11.561110539068117
2023-02-21,149.34,244.92,146.65,154.21,48502,167.706,11.82887513234255
2023-02-22,158.35,229.35,137.08,152.36,21048,167.10466666666667,12.141607498337212
2023-02-23,193.93,249.83,107.28,158.69,46067,167.304,11.944625858374636
2023-02-24,194.35,206.21,118.54,172.15,31267,167.261,11.924079188044622
2023-02-25,111.17,237.84,92.55,170.13,22828,166.82200000000003,11.549781726553745
2023-02-26,184.36,229.41,136.56,158.01,43020,166.99766666666665,11.366844005425536
2023-02-27,134.6,225.73,132.89,155.07,43994,166.30400000000003,11.440833282890583
2023-02-28,110.08,237.91,128.53,168.93,21173,166.867,11.125944252837225
2023-03-01,138.34,241.66,126.18,174.84,47511,167.54433333333333,10.965729273775972
2023-03-02,151.04,241.55,94.47,169.56,13061,167.36133333333333,10.881639941483645
2023-03-03,196.11,217.21,121.44,170.32,15966,167.32566666666668,10.869726920826187
2023-03-04,137.15,219.03,126.05,186.8,18868,168.29966666666667,11.26818728601206
2023-03-05,101.24,229.76,127.16,183.54,48469,168.9586666666667,11.568254341332022
2023-03-06,185.97,202.14,143.86,179.9,33401,169.80366666666666,11.404163027939228
2023-03-07,111.11,240.74,109.81,165.85,24149,169.41066666666666,11.32769414808873
2023-03-08,147.83,229.3,104.66,172.82,43705,169.26433333333335,11.251566230693316
2023-03-09,185.0,222.18,116.28,179.06,38199,168.95033333333333,10.81998453798798
2023-03-10,151.47,231.91,127.03,167.49,21189,168.61566666666667,10.700067251910262
2023-03-11,144.66,247.77,141.1,151.89,34482,167.455,10.557201088716013
2023-03-12,180.05,240.21,134.6,176.63,14045,167.27233333333334,10.340064257565091
2023-03-13,102.04,232.81,121.06,184.78,42222,167.65500000000003,10.774144577613143
2023-03-14,157.26,210.38,113.38,162.42,18310,167.347,10.787768984139992
2023-03-15,141.14,248.59,134.79,181.62,37497,168.26899999999998,10.786177409233012
2023-03-16,198.51,219.36,112.24,178.65,33338,168.994,10.726456689114466
2023-03-17,180.14,245.26,115.46,175.75,37567,169.04766666666666,10.757074875869261
2023-03-18,105.4,225.05,91.1,151.3,32385,168.58533333333335,11.217683002921023
2023-03-19,119.05,233.62,120.47,150.58,11777,168.44733333333335,11.417816064298863
2023-03-20,145.24,244.37,102.3,170.35,44623,168.04666666666668,11.119403151104017
2023-03-21,170.29,202.92,147.98,171.38,46139,168.26433333333335,11.118582979465712
2023-03-22,133.2,214.74,95.55,154.44,16328,168.31733333333332,11.046125840852724
2023-03-23,136.0,208.88,92.5,188.88,45879,169.473,11.329286780972463
2023-03-24,192.15,202.33,121.03,159.5,36203,169.71099999999998,11.028389806501133
2023-03-25,195.36,217.09,149.01,180.46,13075,170.43666666666667,10.994382369108372
2023-03-26,140.77,245.77,106.44,166.63,49168,170.25266666666667,11.010898028875708
2023-03-27,189.86,212.64,97.98,168.07,21167,170.184,11.01811035804548
2023-03-28,133.03,205.65,95.43,182.79,20362,171.01000000000002,11.00282189509457
2023-03-29,108.27,247.09,90.21,188.93,23813,172.13866666666667,11.047900013696884
2023-03-30,152.67,224.67,126.94,151.69,11672,171.564,11.652396408849363
2023-03-31,166.08,223.59,111.19,179.66,25422,171.72466666666665,11.732081784086988
2023-04-01,189.3,234.39,139.2,176.03,14219,171.94033333333334,11.750370935695466
2023-04-02,196.52,240.85,103.3,171.53,47832,171.98066666666668,11.746693425674374
2023-04-03,176.99,211.35,122.88,165.37,13383,171.26633333333334,11.462592077119242
2023-04-04,175.91,210.12,93.26,169.94,46012,170.813,11.226954065382424
2023-04-05,171.0,221.22,109.37,160.9,34892,170.1796666666667,11.232574391975529
2023-04-06,170.16,242.38,144.45,187.32,29840,170.89533333333333,11.62433646110261
2023-04-07,176.73,246.36,126.21,155.35,48147,170.31300000000002,11.957410672883995
2023-04-08,197.43,209.52,117.82,156.11,41530,169.54799999999997,12.111648539518791
2023-04-09,137.37,234.47,145.87,178.34,46632,169.90966666666665,12.209674932365031
2023-04-10,108.31,222.29,110.96,168.61,30578,170.46699999999998,11.730994651658547
2023-04-11,123.96,243.91,94.35,175.39,21733,170.42566666666664,11.710697933597043
2023-04-12,122.15,214.78,117.31,174.51,23639,170.08333333333334,11.423194895001812
2023-04-13,136.36,213.51,125.35,178.74,17192,170.62733333333333,11.43425764167014
2023-04-14,181.03,201.1,137.97,155.7,25270,169.76333333333332,11.553648276875455
2023-04-15,106.01,243.57,112.1,178.12,40028,169.74566666666666,11.539988251752025
2023-04-16,144.97,208.3,121.18,163.2,16805,169.32733333333334,11.54229431962812
2023-04-17,181.32,213.93,143.31,177.68,43476,170.20666666666665,11.118635593959558
2023-04-18,126.42,212.32,127.97,164.03,48706,170.655,10.556927371031849
2023-04-19,106.34,246.1,106.42,183.01,42271,171.07699999999997,10.794671785909808
2023-04-20,124.21,204.08,145.9,183.86,35231,171.493,11.04433827492777
2023-04-21,108.51,216.83,124.18,175.39,21637,172.19133333333332,10.581533274378604
2023-04-22,180.78,234.02,140.28,160.68,29664,171.25133333333332,10.296614352613036
2023-04-23,117.03,208.28,138.39,166.32,30730,171.47866666666667,10.101658359358398
2023-04-24,119.53,228.88,130.3,164.5,29887,170.94666666666666,10.032375636883831
2023-04-25,181.46,221.23,107.94,157.28,25631,170.63500000000002,10.31242696943838
2023-04-26,181.03,200.66,129.19,152.66,41901,170.12133333333335,10.81608659337574
2023-04-27,158.94,230.33,96.92,174.87,48554,169.85733333333334,10.590509718231422
2023-04-28,191.47,217.35,130.19,168.05,10233,169.16133333333335,9.961261772082603
2023-04-29,105.98,210.58,121.51,152.68,11060,169.19433333333333,9.902854929116483
2023-04-30,196.5,248.76,109.38,175.2,18354,169.0456666666667,9.77294706666399
2023-05-01,157.1,241.95,116.54,173.94,16342,168.976,9.728791823491125
2023-05-02,130.25,222.44,107.1,170.96,23486,168.957,9.724187458298927
2023-05-03,182.57,216.06,118.19,154.41,23768,168.59166666666667,10.063555648917076
2023-05-04,165.94,200.7,115.56,168.66,25914,168.54899999999998,10.060354881654415
2023-05-05,198.65,236.4,119.53,170.22,41189,168.85966666666667,9.959402240521564
2023-05-06,110.75,213.32,91.61,154.77,42671,167.77466666666666,9.647081292871158
2023-05-07,158.09,225.58,96.51,160.04,35236,167.931,9.47526484026192
2023-05-08,147.28,231.3,141.23,189.89,32127,169.057,10.013893848049324
2023-05-09,165.23,237.65,100.55,188.98,28947,169.4116666666667,10.529174930289823
2023-05-10,124.19,207.91,108.64,185.78,41048,169.984,10.942632413543414
2023-05-11,103.11,204.57,131.74,169.62,12272,169.79166666666666,10.8949415922643
2023-05-12,154.42,238.7,113.1,179.28,22830,169.95066666666665,11.000470501954348
2023-05-13,136.47,202.57,114.23,154.24,45038,169.13400000000001,11.23244150080318
2023-05-14,189.23,220.33,92.28,167.08,45526,169.51333333333335,10.951766141093197
2023-05-15,145.93,201.8,116.08,177.89,15751,169.50566666666666,10.945612152926797
2023-05-16,141.87,210.39,124.24,162.35,10479,169.47733333333332,10.96358295742627
2023-05-17,163.29,209.47,116.49,183.72,27499,169.6786666666667,11.172870693793508
2023-05-18,152.72,242.0,112.9,181.8,15532,170.271,11.332972446924877
2023-05-19,196.12,237.15,100.38,161.28,27720,169.54666666666668,11.184144976285612
2023-05-20,178.9,212.23,113.23,151.77,42178,168.47699999999998,11.301938542904328
2023-05-21,149.67,229.31,93.05,175.05,39502,168.46566666666666,11.294935600962285
2023-05-22,121.11,224.73,106.99,159.37,27619,168.422,11.328555436412108
2023-05-23,160.4,204.56,90.5,180.0,40901,168.87800000000001,11.514821752854019
2023-05-24,174.86,217.89,99.79,172.44,45104,169.14266666666668,11.501966828309854
2023-05-25,175.59,237.54,93.92,184.66,45890,170.05533333333332,11.613960010540612
2023-05-26,199.35,206.44,145.71,152.99,46778,170.06633333333332,11.59706011596616
2023-05-27,121.85,212.0,121.68,167.75,46378,169.829,11.568182687425669
2023-05-28,142.56,217.82,103.76,184.28,36853,170.36999999999998,11.857994248025527
2023-05-29,142.38,200.2,126.93,182.92,27001,171.37800000000001,11.584521897178409
2023-05-30,131.86,238.67,105.74,183.34,28768,171.64933333333332,11.770955468596302
2023-05-31,136.53,219.75,128.92,153.12,14960,170.95533333333333,12.235824094206617
2023-06-01,147.79,231.93,120.89,169.15,14020,170.895,12.240261928119223
2023-06-02,154.21,226.3,113.77,173.83,22392,171.54233333333335,11.845534786062434
2023-06-03,126.52,238.97,144.28,171.58,24863,171.63966666666667,11.833024355687684
2023-06-04,113.44,232.94,131.1,150.46,23683,170.98100000000002,12.44871004257619
2023-06-05,130.19,219.94,146.81,180.79,31437,171.84833333333336,12.183925272976287
2023-06-06,113.65,206.18,106.37,179.69,17474,172.5033333333333,12.054727598384922
2023-06-07,131.77,221.2,113.03,169.77,18804,171.83266666666668,11.605376855321072
2023-06-08,167.92,200.26,130.2,155.96,16152,170.732,11.488262195643935
2023-06-09,160.13,203.91,127.36,156.86,35003,169.768,11.395002050203322
2023-06-10,199.72,241.49,106.31,150.41,10513,169.12766666666667,11.930756452976073
2023-06-11,156.09,225.84,95.7,172.01,47804,168.88533333333334,11.790442866512953
2023-06-12,154.87,239.45,139.71,178.1,48484,169.68066666666667,11.571173139145918
2023-06-13,164.23,236.96,110.35,176.84,25061,170.00599999999997,11.632574239964075
2023-06-14,172.68,226.39,90.07,171.1,30441,169.77966666666669,11.539571044239795
2023-06-15,161.58,236.36,131.54,166.81,47986,169.92833333333334,11.46906666777576
2023-06-16,158.85,247.19,109.85,178.18,41968,169.74366666666666,11.282427741719708
2023-06-17,160.5,247.42,133.91,172.03,18888,169.41800000000003,11.061259640185035
2023-06-18,135.48,212.72,97.21,173.52,38784,169.826,10.976146425081417
2023-06-19,177.74,245.42,105.44,153.79,36320,169.89333333333335,10.8672174953828
2023-06-20,160.46,223.55,144.76,189.12,26432,170.36233333333334,11.388546479667191
2023-06-21,130.92,210.42,126.75,150.8,37792,170.07666666666668,11.774718777909325
2023-06-22,124.56,220.51,114.33,176.36,44908,169.95533333333333,11.687367401669595
2023-06-23,107.13,229.2,141.42,178.51,13088,170.15766666666664,11.784008358300904
2023-06-24,134.77,244.45,130.38,166.12,10090,169.53966666666665,11.47944203958668
2023-06-25,101.28,245.17,100.75,178.45,21667,170.38833333333332,11.150143986493626
2023-06-26,116.56,227.99,106.25,188.42,37453,171.0773333333333,11.610613733320355
2023-06-27,106.04,240.36,142.83,179.41,14620,170.91500000000002,11.45262588471185
2023-06-28,127.82,226.46,146.2,181.79,45645,170.87733333333335,11.413572662384892
2023-06-29,134.83,204.75,132.14,158.66,31502,170.0546666666667,11.373686125964348
2023-06-30,159.12,221.79,121.92,174.3,45298,170.76066666666665,10.935150830151384
2023-07-01,177.5,234.96,144.64,158.66,16934,170.411,11.15395719170925
2023-07-02,162.48,237.73,129.62,175.61,48223,170.47033333333331,11.177481205171125
2023-07-03,115.97,233.89,146.37,183.95,36594,170.88266666666667,11.444794007978343
2023-07-04,189.38,200.11,132.32,165.41,29180,171.38099999999997,10.83406293387535
2023-07-05,173.06,234.12,103.02,158.67,17264,170.64366666666666,10.923970947616414
2023-07-06,149.78,249.0,142.58,186.13,29999,170.85833333333332,11.168411452297754
2023-07-07,164.36,210.65,122.11,160.74,26924,170.5573333333333,11.319417535073656
2023-07-08,150.95,235.66,110.5,161.92,46753,170.75599999999997,11.104650346154282
2023-07-09,116.82,209.88,103.96,189.4,41644,171.84066666666666,11.288213851359396
2023-07-10,164.15,238.32,106.26,187.87,15173,173.08933333333334,10.901091983685863
2023-07-11,198.82,246.79,122.61,183.74,44293,173.48033333333333,11.070099050528146
2023-07-12,177.03,210.41,92.79,154.95,20667,172.70866666666663,11.534107661203299
2023-07-13,118.15,241.47,111.87,181.33,23086,172.85833333333332,11.618387651012256
2023-07-14,111.98,214.96,105.31,166.65,38963,172.71,11.669903229217846
2023-07-15,193.03,244.04,95.83,166.93,48463,172.71399999999997,11.667831580593809
2023-07-16,191.01,201.59,120.16,161.25,36522,172.14966666666666,11.802983983702566
2023-07-17,174.92,237.76,111.35,161.52,28734,171.79933333333332,11.96157063073333
2023-07-18,176.05,210.77,142.69,158.08,29787,171.28466666666665,12.214475508756914
2023-07-19,114.29,218.34,121.6,163.13,43881,171.596,11.86727799019434
2023-07-20,181.19,207.89,98.75,152.25,10679,170.36700000000002,11.89900058103983
2023-07-21,119.23,240.37,94.65,165.95,26331,170.87199999999999,11.348692587618876
2023-07-22,115.47,210.05,124.12,170.33,40113,170.671,11.301442492610974
2023-07-23,140.71,217.73,136.76,189.79,30848,171.047,11.749982289054868
2023-07-24,100.04,218.28,114.61,157.69,22241,170.76600000000002,11.970604398073316
2023-07-25,184.55,213.38,122.08,177.69,31353,170.74066666666667,11.95457550071514
2023-07-26,116.11,211.2,138.38,160.57,27738,169.81233333333333,11.610747008351975
2023-07-27,173.93,237.38,129.1,162.47,42672,169.24766666666665,11.53959172269268
2023-07-28,158.29,228.87,126.44,187.3,47590,169.43133333333333,11.787292612234472
2023-07-29,177.03,238.69,143.62,172.21,21567,169.88299999999998,11.618723043967186
2023-07-30,160.0,207.85,99.88,183.7,12162,170.19633333333334,11.866064764213363
2023-07-31,196.15,227.25,100.37,188.64,16507,171.19566666666665,12.120690683442005
2023-08-01,137.98,203.99,146.69,172.07,12240,171.07766666666666,12.09343443512972
2023-08-02,149.7,204.92,138.44,184.04,14112,171.08066666666667,12.09674847544416
2023-08-03,133.83,221.6,148.61,187.05,15787,171.80200000000002,12.388623646800653
2023-08-04,174.28,229.61,121.55,166.9,41778,172.07633333333334,12.17711858883028
2023-08-05,130.05,235.83,115.5,154.44,39103,171.02,12.289950758858724
2023-08-06,179.88,228.41,147.22,169.28,21962,171.3046666666667,12.141638170826207
2023-08-07,108.59,203.85,127.25,161.87,27938,171.303,12.142974171270295
2023-08-08,123.57,218.84,115.0,184.53,34833,171.14066666666665,11.923266716609252
2023-08-09,143.82,236.9,116.06,187.84,47973,171.13966666666664,11.921816421234176
2023-08-10,112.6,247.53,118.73,151.84,10997,170.07633333333334,12.179051965633832
2023-08-11,120.3,245.27,93.62,168.58,22880,170.53066666666666,11.84496166231065
2023-08-12,184.15,224.58,99.4,158.61,18565,169.77333333333337,11.856993377497652
2023-08-13,137.24,246.78,128.09,169.22,25249,169.85899999999998,11.842924950336826
2023-08-14,121.87,212.57,131.38,153.17,38469,169.40033333333335,12.220705573437403
2023-08-15,184.61,230.85,143.04,162.96,31577,169.45733333333334,12.185316469885576
2023-08-16,157.54,238.14,124.47,154.4,34904,169.22,12.412463702763212
2023-08-17,163.37,200.08,98.82,166.41,22646,169.49766666666667,12.246733465488377
2023-08-18,188.89,204.11,131.31,152.19,41620,169.13299999999998,12.600643976427955
2023-08-19,171.4,216.06,99.68,177.07,36954,169.96033333333335,12.264240838035326
2023-08-20,126.51,210.82,121.91,186.71,40414,170.65233333333333,12.610940975948242
2023-08-21,100.97,208.74,102.1,185.4,39472,171.15466666666669,12.894610938852225
2023-08-22,154.95,227.59,106.58,169.99,20028,170.49466666666666,12.405326368090863
2023-08-23,170.75,231.98,142.24,154.22,29110,170.379,12.544232731721225
2023-08-24,180.57,224.25,123.27,182.58,49770,170.542,12.673611030472886
2023-08-25,119.07,234.98,134.89,171.52,11094,170.90700000000004,12.533418816962076
2023-08-26,163.42,215.91,99.13,157.6,16563,170.74466666666666,12.677177085241592
2023-08-27,193.86,218.3,116.75,175.67,21689,170.357,12.326429454771086
2023-08-28,125.82,206.65,113.55,181.85,49422,170.67833333333334,12.500817651418757
2023-08-29,129.25,210.85,148.6,162.52,49769,169.97233333333332,12.337054274052605
2023-08-30,142.56,224.34,134.48,179.08,42191,169.65366666666665,11.95581765280513
2023-08-31,157.12,241.32,139.38,163.35,22289,169.363,12.000960636836414
2023-09-01,199.01,223.68,130.83,180.86,35427,169.257,11.88029116965837
2023-09-02,158.82,244.16,94.03,173.14,34619,168.79333333333335,11.424618708896983
2023-09-03,188.79,246.85,137.0,183.95,23332,169.36166666666668,11.74673133796961
2023-09-04,165.62,238.57,133.53,160.4,25885,169.56033333333332,11.534141967200707
2023-09-05,147.28,238.95,131.94,180.57,44078,169.93666666666667,11.707559990003913
2023-09-06,130.55,200.73,115.66,161.57,39123,169.92666666666668,11.714813590973806
2023-09-07,135.02,234.64,106.35,169.01,30277,169.40933333333336,11.38574848245593
2023-09-08,177.71,201.72,119.66,185.11,40219,169.31833333333333,11.243382447047471
2023-09-09,117.75,237.74,114.36,177.36,39876,170.169,10.833318767452635
2023-09-10,113.79,221.25,96.36,183.13,47403,170.654,11.082556844288977
2023-09-11,121.3,204.18,136.35,174.4,30580,171.18033333333332,10.863625953178543
2023-09-12,166.89,246.52,129.72,174.52,33500,171.357,10.873737469321382
2023-09-13,137.14,209.26,99.03,187.38,33490,172.49733333333333,10.692997364802693
2023-09-14,120.65,248.02,126.78,158.88,17101,172.36133333333333,10.843370367166266
2023-09-15,133.07,239.2,146.99,183.11,14767,173.3183333333333,10.463780909381615
2023-09-16,108.16,246.13,121.95,174.86,37209,173.6,10.384840078127091
2023-09-17,143.65,231.3,92.69,184.63,15547,174.68133333333336,9.748026407974752
2023-09-18,181.12,217.59,148.02,189.24,25827,175.087,10.097812378311676
2023-09-19,144.58,234.96,128.94,161.28,19361,174.23933333333332,10.155670382576366
2023-09-20,144.73,223.02,118.82,186.09,37620,174.26233333333332,10.182563759321237
2023-09-21,102.75,236.73,147.2,157.92,36883,173.86,10.587592608396774
2023-09-22,127.9,247.69,116.75,165.75,33950,174.24433333333334,10.0454613815302
2023-09-23,107.52,202.84,102.84,188.77,40996,174.45066666666668,10.283334335587352
2023-09-24,104.77,208.28,90.22,156.84,38515,173.9613333333333,10.765566670971161
2023-09-25,186.36,221.52,137.7,162.26,35297,174.11666666666667,10.552870939107985
2023-09-26,171.43,201.37,98.9,186.36,40228,174.473,10.785057718899722
2023-09-27,183.04,217.98,137.82,165.28,17397,173.92066666666668,10.818479698576153
2023-09-28,113.29,221.16,94.88,171.0,37080,174.20333333333335,10.619279257747277
2023-09-29,136.53,208.73,128.0,160.48,29044,173.58333333333334,10.864874861089069
2023-09-30,191.32,202.1,91.41,170.06,28945,173.807,10.714977641697049
2023-10-01,143.34,231.75,133.25,170.75,10364,173.47,10.644255371504006
