OriginCity,OriginLat,OriginLong,DestCity,DestLat,DestLong,Distance,TimeOfFlight,AirFarePrice
City_3,34.13,-71.8,City_24,35.07,-79.31,695.11,,
City_3,34.13,-71.8,City_25,36.55,-92.68,1909.1,2.38,301.0
City_4,48.37,-71.99,City_5,39.77,-110.58,3189.85,,
City_4,48.37,-71.99,City_6,42.23,-118.78,3663.75,2.13,523.0
City_4,48.37,-71.99,City_7,45.32,-109.77,2863.8,1.45,152.0
City_4,48.37,-71.99,City_8,40.37,-85.01,1361.38,2.88,252.0
City_4,48.37,-71.99,City_9,35.94,-81.02,1567.28,,
City_4,48.37,-71.99,City_10,33.75,-118.85,4173.97,2.42,117.0
City_4,48.37,-71.99,City_11,31.61,-91.12,2461.64,,
City_4,48.37,-71.99,City_12,44.77,-119.92,3625.48,,
City_4,48.37,-71.99,City_13,38.83,-94.23,2070.17,,
City_4,48.37,-71.99,City_14,33.17,-88.01,2153.36,,
City_4,48.37,-71.99,City_15,47.6,-70.72,127.53,0.95,230.0
City_4,48.37,-71.99,City_16,35.48,-107.05,3197.97,1.11,288.0
City_4,48.37,-71.99,City_17,38.28,-79.88,1289.17,1.96,877.0
City_4,48.37,-71.99,City_18,35.92,-76.48,1432.35,,
City_4,48.37,-71.99,City_19,42.58,-73.86,660.07,,
City_4,48.37,-71.99,City_20,41.6,-119.89,3777.6,,
City_4,48.37,-71.99,City_21,42.0,-96.53,2038.78,,
City_4,48.37,-71.99,City_22,35.32,-70.93,1453.71,,
City_4,48.37,-71.99,City_23,35.69,-100.05,2689.83,,
City_4,48.37,-71.99,City_24,35.07,-79.31,1596.99,,
City_4,48.37,-71.99,City_25,36.55,-92.68,2134.93,,
City_5,39.77,-110.58,City_6,42.23,-118.78,740.12,4.0,163.0
City_5,39.77,-110.58,City_7,45.32,-109.77,620.68,3.09,720.0
City_5,39.77,-110.58,City_8,40.37,-85.01,2169.26,2.06,788.0
City_5,39.77,-110.58,City_9,35.94,-81.02,2617.74,3.35,877.0
City_5,39.77,-110.58,City_10,33.75,-118.85,994.57,2.07,169.0
City_5,39.77,-110.58,City_11,31.61,-91.12,1971.91,2.68,74.0
City_5,39.77,-110.58,City_12,44.77,-119.92,947.54,4.52,942.0
City_5,39.77,-110.58,City_13,38.83,-94.23,1408.78,,
City_5,39.77,-110.58,City_14,33.17,-88.01,2140.34,,
City_5,39.77,-110.58,City_15,47.6,-70.72,3281.82,,
City_5,39.77,-110.58,City_16,35.48,-107.05,569.27,,
City_5,39.77,-110.58,City_17,38.28,-79.88,2644.19,,
City_5,39.77,-110.58,City_18,35.92,-76.48,3006.3,0.62,138.0
City_5,39.77,-110.58,City_19,42.58,-73.86,3065.0,1.04,588.0
City_5,39.77,-110.58,City_20,41.6,-119.89,810.5,3.7,354.0
City_5,39.77,-110.58,City_21,42.0,-96.53,1205.4,,
City_5,39.77,-110.58,City_22,35.32,-70.93,3501.72,4.15,886.0
City_5,39.77,-110.58,City_23,35.69,-100.05,1030.28,0.6,716.0
City_5,39.77,-110.58,City_24,35.07,-79.31,2795.75,4.3,543.0
City_5,39.77,-110.58,City_25,36.55,-92.68,1602.5,,
City_6,42.23,-118.78,City_7,45.32,-109.77,800.24,2.03,754.0
City_6,42.23,-118.78,City_8,40.37,-85.01,2810.14,,
City_6,42.23,-118.78,City_9,35.94,-81.02,3305.01,,
City_6,42.23,-118.78,City_10,33.75,-118.85,942.95,2.74,204.0
City_6,42.23,-118.78,City_11,31.61,-91.12,2711.28,,
City_6,42.23,-118.78,City_12,44.77,-119.92,297.02,,
City_6,42.23,-118.78,City_13,38.83,-94.23,2101.4,,
City_6,42.23,-118.78,City_14,33.17,-88.01,2869.49,,
City_6,42.23,-118.78,City_15,47.6,-70.72,3769.39,0.59,880.0
City_6,42.23,-118.78,City_16,35.48,-107.05,1260.99,1.41,126.0
City_6,42.23,-118.78,City_17,38.28,-79.88,3301.24,,
City_6,42.23,-118.78,City_18,35.92,-76.48,3679.46,,
City_6,42.23,-118.78,City_19,42.58,-73.86,3644.12,,
City_6,42.23,-118.78,City_20,41.6,-119.89,115.51,1.82,964.0
City_6,42.23,-118.78,City_21,42.0,-96.53,1830.23,,
City_6,42.23,-118.78,City_22,35.32,-70.93,4162.91,,
City_6,42.23,-118.78,City_23,35.69,-100.05,1770.25,0.54,854.0
City_6,42.23,-118.78,City_24,35.07,-79.31,3485.99,2.57,225.0
City_6,42.23,-118.78,City_25,36.55,-92.68,2319.88,3.35,370.0
City_7,45.32,-109.77,City_8,40.37,-85.01,2083.07,4.52,439.0
City_7,45.32,-109.77,City_9,35.94,-81.02,2622.8,3.07,895.0
City_7,45.32,-109.77,City_10,33.75,-118.85,1501.56,,
City_7,45.32,-109.77,City_11,31.61,-91.12,2216.98,,
City_7,45.32,-109.77,City_12,44.77,-119.92,799.24,,
City_7,45.32,-109.77,City_13,38.83,-94.23,1468.09,1.87,689.0
City_7,45.32,-109.77,City_14,33.17,-88.01,2297.81,0.75,533.0
City_7,45.32,-109.77,City_15,47.6,-70.72,2970.13,1.46,371.0
City_7,45.32,-109.77,City_16,35.48,-107.05,1117.95,1.2,811.0
City_7,45.32,-109.77,City_17,38.28,-79.88,2581.26,0.87,900.0
City_7,45.32,-109.77,City_18,35.92,-76.48,2972.33,0.92,518.0
City_7,45.32,-109.77,City_19,42.58,-73.86,2866.87,0.62,235.0
City_7,45.32,-109.77,City_20,41.6,-119.89,914.65,3.68,760.0
City_7,45.32,-109.77,City_21,42.0,-96.53,1125.65,,
City_7,45.32,-109.77,City_22,35.32,-70.93,3437.25,,
City_7,45.32,-109.77,City_23,35.69,-100.05,1347.67,,
City_7,45.32,-109.77,City_24,35.07,-79.31,2805.31,2.14,859.0
City_7,45.32,-109.77,City_25,36.55,-92.68,1729.81,4.67,643.0
City_8,40.37,-85.01,City_9,35.94,-81.02,603.47,2.45,718.0
City_8,40.37,-85.01,City_10,33.75,-118.85,3071.52,1.43,935.0
City_8,40.37,-85.01,City_11,31.61,-91.12,1117.75,,
City_8,40.37,-85.01,City_12,44.77,-119.92,2877.56,,
City_8,40.37,-85.01,City_13,38.83,-94.23,807.88,,
City_8,40.37,-85.01,City_14,33.17,-88.01,843.87,3.44,119.0
City_8,40.37,-85.01,City_15,47.6,-70.72,1394.13,,
City_8,40.37,-85.01,City_16,35.48,-107.05,2002.22,,
City_8,40.37,-85.01,City_17,38.28,-79.88,498.6,0.81,933.0
City_8,40.37,-85.01,City_18,35.92,-76.48,894.47,,
City_8,40.37,-85.01,City_19,42.58,-73.86,960.08,1.55,233.0
City_8,40.37,-85.01,City_20,41.6,-119.89,2911.0,,
City_8,40.37,-85.01,City_21,42.0,-96.53,980.13,1.78,632.0
City_8,40.37,-85.01,City_22,35.32,-70.93,1355.78,0.9,668.0
City_8,40.37,-85.01,City_23,35.69,-100.05,1414.06,4.5,883.0
City_8,40.37,-85.01,City_24,35.07,-79.31,773.36,3.29,821.0
City_8,40.37,-85.01,City_25,36.55,-92.68,791.0,,
City_9,35.94,-81.02,City_10,33.75,-118.85,3439.34,,
City_9,35.94,-81.02,City_11,31.61,-91.12,1049.58,,
City_9,35.94,-81.02,City_12,44.77,-119.92,3403.28,2.68,578.0
City_9,35.94,-81.02,City_13,38.83,-94.23,1209.32,,
City_9,35.94,-81.02,City_14,33.17,-88.01,710.13,,
City_9,35.94,-81.02,City_15,47.6,-70.72,1549.58,4.49,647.0
City_9,35.94,-81.02,City_16,35.48,-107.05,2343.77,,
City_9,35.94,-81.02,City_17,38.28,-79.88,279.14,3.94,88.0
City_9,35.94,-81.02,City_18,35.92,-76.48,408.74,,
City_9,35.94,-81.02,City_19,42.58,-73.86,961.08,2.05,433.0
City_9,35.94,-81.02,City_20,41.6,-119.89,3398.55,,
City_9,35.94,-81.02,City_21,42.0,-96.53,1497.54,1.51,655.0
City_9,35.94,-81.02,City_22,35.32,-70.93,914.11,,
City_9,35.94,-81.02,City_23,35.69,-100.05,1713.42,2.69,867.0
City_9,35.94,-81.02,City_24,35.07,-79.31,182.53,,
City_9,35.94,-81.02,City_25,36.55,-92.68,1047.2,,
City_10,33.75,-118.85,City_11,31.61,-91.12,2598.4,,
City_10,33.75,-118.85,City_12,44.77,-119.92,1228.79,,
City_10,33.75,-118.85,City_13,38.83,-94.23,2270.09,,
City_10,33.75,-118.85,City_14,33.17,-88.01,2850.92,,
City_10,33.75,-118.85,City_15,47.6,-70.72,4261.88,,
City_10,33.75,-118.85,City_16,35.48,-107.05,1096.14,,
City_10,33.75,-118.85,City_17,38.28,-79.88,3514.88,,
City_10,33.75,-118.85,City_18,35.92,-76.48,3844.29,1.27,274.0
City_10,33.75,-118.85,City_19,42.58,-73.86,4004.25,1.28,244.0
City_10,33.75,-118.85,City_20,41.6,-119.89,877.65,,
City_10,33.75,-118.85,City_21,42.0,-96.53,2154.61,4.31,165.0
City_10,33.75,-118.85,City_22,35.32,-70.93,4349.63,,
City_10,33.75,-118.85,City_23,35.69,-100.05,1729.04,,
City_10,33.75,-118.85,City_24,35.07,-79.31,3606.39,4.54,971.0
City_10,33.75,-118.85,City_25,36.55,-92.68,2392.14,,
City_11,31.61,-91.12,City_12,44.77,-119.92,2888.77,,
City_11,31.61,-91.12,City_13,38.83,-94.23,850.93,1.84,247.0
City_11,31.61,-91.12,City_14,33.17,-88.01,339.62,,
City_11,31.61,-91.12,City_15,47.6,-70.72,2478.24,,
City_11,31.61,-91.12,City_16,35.48,-107.05,1535.73,,
City_11,31.61,-91.12,City_17,38.28,-79.88,1263.18,,
City_11,31.61,-91.12,City_18,35.92,-76.48,1433.88,2.21,869.0
City_11,31.61,-91.12,City_19,42.58,-73.86,1950.75,0.84,531.0
City_11,31.61,-91.12,City_20,41.6,-119.89,2781.13,,
City_11,31.61,-91.12,City_21,42.0,-96.53,1250.99,3.37,310.0
City_11,31.61,-91.12,City_22,35.32,-70.93,1914.11,,
City_11,31.61,-91.12,City_23,35.69,-100.05,942.32,,
City_11,31.61,-91.12,City_24,35.07,-79.31,1161.68,4.87,814.0
City_11,31.61,-91.12,City_25,36.55,-92.68,567.75,,
City_12,44.77,-119.92,City_13,38.83,-94.23,2218.85,,
City_12,44.77,-119.92,City_14,33.17,-88.01,3019.56,4.82,335.0
City_12,44.77,-119.92,City_15,47.6,-70.72,3736.76,1.83,945.0
City_12,44.77,-119.92,City_16,35.48,-107.05,1501.39,2.04,360.0
City_12,44.77,-119.92,City_17,38.28,-79.88,3374.72,1.01,995.0
City_12,44.77,-119.92,City_18,35.92,-76.48,3762.6,2.62,463.0
City_12,44.77,-119.92,City_19,42.58,-73.86,3662.56,,
City_12,44.77,-119.92,City_20,41.6,-119.89,352.5,1.58,75.0
City_12,44.77,-119.92,City_21,42.0,-96.53,1908.28,4.31,76.0
City_12,44.77,-119.92,City_22,35.32,-70.93,4233.04,4.2,194.0
City_12,44.77,-119.92,City_23,35.69,-100.05,1958.06,4.45,885.0
City_12,44.77,-119.92,City_24,35.07,-79.31,3585.63,3.37,632.0
City_12,44.77,-119.92,City_25,36.55,-92.68,2458.3,,
City_13,38.83,-94.23,City_14,33.17,-88.01,841.68,1.75,984.0
City_13,38.83,-94.23,City_15,47.6,-70.72,2128.58,3.86,321.0
City_13,38.83,-94.23,City_16,35.48,-107.05,1194.41,3.56,663.0
City_13,38.83,-94.23,City_17,38.28,-79.88,1248.03,0.81,751.0
City_13,38.83,-94.23,City_18,35.92,-76.48,1598.77,3.23,939.0
City_13,38.83,-94.23,City_19,42.58,-73.86,1762.26,,
City_13,38.83,-94.23,City_20,41.6,-119.89,2192.23,1.92,516.0
City_13,38.83,-94.23,City_21,42.0,-96.53,402.65,1.95,880.0
City_13,38.83,-94.23,City_22,35.32,-70.93,2097.62,,
City_13,38.83,-94.23,City_23,35.69,-100.05,622.04,3.97,620.0
City_13,38.83,-94.23,City_24,35.07,-79.31,1388.28,,
City_13,38.83,-94.23,City_25,36.55,-92.68,287.87,,
City_14,33.17,-88.01,City_15,47.6,-70.72,2162.44,0.91,276.0
City_14,33.17,-88.01,City_16,35.48,-107.05,1764.39,2.33,530.0
City_14,33.17,-88.01,City_17,38.28,-79.88,927.5,,
City_14,33.17,-88.01,City_18,35.92,-76.48,1098.62,,
City_14,33.17,-88.01,City_19,42.58,-73.86,1620.06,0.66,472.0
City_14,33.17,-88.01,City_20,41.6,-119.89,2948.93,3.14,823.0
City_14,33.17,-88.01,City_21,42.0,-96.53,1234.57,,
City_14,33.17,-88.01,City_22,35.32,-70.93,1586.01,3.88,175.0
City_14,33.17,-88.01,City_23,35.69,-100.05,1138.41,1.58,501.0
City_14,33.17,-88.01,City_24,35.07,-79.31,827.95,,
City_14,33.17,-88.01,City_25,36.55,-92.68,568.02,4.53,694.0
City_15,47.6,-70.72,City_16,35.48,-107.05,3272.22,,
City_15,47.6,-70.72,City_17,38.28,-79.88,1274.76,,
City_15,47.6,-70.72,City_18,35.92,-76.48,1382.84,,
City_15,47.6,-70.72,City_19,42.58,-73.86,610.07,,
City_15,47.6,-70.72,City_20,41.6,-119.89,3882.82,1.06,834.0
City_15,47.6,-70.72,City_21,42.0,-96.53,2118.17,2.17,854.0
City_15,47.6,-70.72,City_22,35.32,-70.93,1365.58,,
City_15,47.6,-70.72,City_23,35.69,-100.05,2750.14,,
City_15,47.6,-70.72,City_24,35.07,-79.31,1564.71,,
City_15,47.6,-70.72,City_25,36.55,-92.68,2177.51,,
City_16,35.48,-107.05,City_17,38.28,-79.88,2427.74,,
City_16,35.48,-107.05,City_18,35.92,-76.48,2749.53,,
City_16,35.48,-107.05,City_19,42.58,-73.86,2952.7,,
City_16,35.48,-107.05,City_20,41.6,-119.89,1305.65,,
City_16,35.48,-107.05,City_21,42.0,-96.53,1163.85,4.59,79.0
City_16,35.48,-107.05,City_22,35.32,-70.93,3255.24,,
City_16,35.48,-107.05,City_23,35.69,-100.05,633.3,,
City_16,35.48,-107.05,City_24,35.07,-79.31,2510.27,,
City_16,35.48,-107.05,City_25,36.55,-92.68,1296.7,,
City_17,38.28,-79.88,City_18,35.92,-76.48,399.68,,
City_17,38.28,-79.88,City_19,42.58,-73.86,698.4,0.75,766.0
City_17,38.28,-79.88,City_20,41.6,-119.89,3400.33,,
City_17,38.28,-79.88,City_21,42.0,-96.53,1471.8,2.46,346.0
City_17,38.28,-79.88,City_22,35.32,-70.93,861.69,,
City_17,38.28,-79.88,City_23,35.69,-100.05,1810.8,,
City_17,38.28,-79.88,City_24,35.07,-79.31,360.53,,
City_17,38.28,-79.88,City_25,36.55,-92.68,1145.74,2.0,863.0
City_18,35.92,-76.48,City_19,42.58,-73.86,774.05,3.71,322.0
City_18,35.92,-76.48,City_20,41.6,-119.89,3776.12,4.89,503.0
City_18,35.92,-76.48,City_21,42.0,-96.53,1855.22,4.23,815.0
City_18,35.92,-76.48,City_22,35.32,-70.93,506.01,0.88,813.0
City_18,35.92,-76.48,City_23,35.69,-100.05,2120.52,,
City_18,35.92,-76.48,City_24,35.07,-79.31,273.07,2.15,321.0
City_18,35.92,-76.48,City_25,36.55,-92.68,1452.95,,
City_19,42.58,-73.86,City_20,41.6,-119.89,3752.29,1.67,146.0
City_19,42.58,-73.86,City_21,42.0,-96.53,1860.29,1.7,598.0
City_19,42.58,-73.86,City_22,35.32,-70.93,845.95,4.23,522.0
City_19,42.58,-73.86,City_23,35.69,-100.05,2373.89,,
City_19,42.58,-73.86,City_24,35.07,-79.31,958.77,2.95,599.0
City_19,42.58,-73.86,City_25,36.55,-92.68,1742.21,,
City_20,41.6,-119.89,City_21,42.0,-96.53,1930.87,3.27,93.0
City_20,41.6,-119.89,City_22,35.32,-70.93,4261.98,,
City_20,41.6,-119.89,City_23,35.69,-100.05,1838.86,,
City_20,41.6,-119.89,City_24,35.07,-79.31,3579.0,2.2,220.0
City_20,41.6,-119.89,City_25,36.55,-92.68,2404.19,,
City_21,42.0,-96.53,City_22,35.32,-70.93,2333.2,,
City_21,42.0,-96.53,City_23,35.69,-100.05,764.81,4.71,965.0
City_21,42.0,-96.53,City_24,35.07,-79.31,1680.07,0.99,325.0
City_21,42.0,-96.53,City_25,36.55,-92.68,690.52,,
City_22,35.32,-70.93,City_23,35.69,-100.05,2626.52,,
City_22,35.32,-70.93,City_24,35.07,-79.31,761.75,1.12,335.0
City_22,35.32,-70.93,City_25,36.55,-92.68,1958.81,,
City_23,35.69,-100.05,City_24,35.07,-79.31,1878.07,,
City_23,35.69,-100.05,City_25,36.55,-92.68,668.68,3.65,195.0
City_24,35.07,-79.31,City_25,36.55,-92.68,1215.8,,
