transaction_id,date,time,royalty_number,drink_type,unit_price,unit_sold,total_sale
57,2023-09-14,11:26,6052,Latte,60,1,60
57,2023-09-14,11:26,6052,Cappuccino,60,2,120
57,2023-09-14,11:26,6052,Iced Coffee,70,1,70
58,2023-07-24,11:01, ,Espresso,40,1,40
59,2023-08-26,14:00, ,Latte,60,1,60
60,2023-09-09,14:34,6702,Mocha,60,1,60
61,2023-09-10,10:51, ,Tea,40,1,40
62,2023-09-12,16:38, ,Cappuccino,60,3,180
63,2023-09-21,09:35, ,Latte,60,1,60
64,2023-08-25,13:47,4440,Tea,40,1,40
65,2023-08-23,15:07,6210,Latte,60,2,120
66,2023-09-24,12:19,8383,Espresso,40,1,40
67,2023-09-18,10:13,7960,Espresso,40,1,40
68,2023-08-06,12:51,1235,Mocha,60,1,60
69,2023-09-30,15:10, ,Cappuccino,60,1,60
69,2023-09-30,15:10, ,Tea,40,1,40
69,2023-09-30,15:10, ,Iced Coffee,70,1,70
69,2023-09-30,15:10, ,Latte,60,1,60
69,2023-09-30,15:10, ,Espresso,40,1,40
70,2023-08-29,09:28,6174,Iced Coffee,70,1,70
71,2023-08-21,08:23,2102,Tea,40,1,40
71,2023-08-21,08:23,2102,Iced Coffee,70,1,70
72,2023-07-09,12:02,4685,Mocha,60,1,60
73,2023-08-07,11:10, ,Mocha,60,1,60
73,2023-08-07,11:10, ,Tea,40,1,40
73,2023-08-07,11:10, ,Latte,60,3,180
74,2023-09-11,08:15, ,Mocha,60,2,120
75,2023-08-29,09:23, ,Mocha,60,4,240
75,2023-08-29,09:23, ,Tea,40,1,40
76,2023-08-24,10:11, ,Espresso,40,1,40
76,2023-08-24,10:11, ,Cappuccino,60,1,60
76,2023-08-24,10:11, ,Tea,40,2,80
77,2023-07-31,13:41, ,Cappuccino,60,1,60
77,2023-07-31,13:41, ,Tea,40,1,40
77,2023-07-31,13:41, ,Espresso,40,1,40
77,2023-07-31,13:41, ,Iced Coffee,70,1,70
77,2023-07-31,13:41, ,Mocha,60,1,60
78,2023-07-05,08:40,6841,Mocha,60,1,60
79,2023-08-24,15:52,3820,Latte,60,3,180
80,2023-09-14,08:25, ,Iced Coffee,70,1,70
81,2023-07-09,15:29, ,Espresso,40,1,40
82,2023-08-01,12:04, ,Latte,60,1,60
83,2023-08-10,15:41,8669,Cappuccino,60,1,60
84,2023-07-18,10:26, ,Latte,60,1,60
85,2023-09-17,11:23, ,Espresso,40,1,40
86,2023-07-10,15:15,7190,Tea,40,3,120
87,2023-08-23,11:01,9558,Latte,60,4,240
88,2023-09-07,17:07, ,Iced Coffee,70,1,70
89,2023-09-01,16:40,2474,Mocha,60,1,60
89,2023-09-01,16:40,2474,Cappuccino,60,1,60
90,2023-08-29,17:08,7650,Tea,40,1,40
91,2023-07-04,12:14, ,Cappuccino,60,1,60
92,2023-07-05,12:29,4985,Iced Coffee,70,2,140
93,2023-08-09,15:09,1715,Tea,40,1,40
94,2023-08-24,17:36, ,Mocha,60,2,120
94,2023-08-24,17:36, ,Latte,60,1,60
94,2023-08-24,17:36, ,Tea,40,1,40
95,2023-09-09,11:40, ,Tea,40,1,40
96,2023-08-10,14:52, ,Iced Coffee,70,1,70
97,2023-09-06,16:56,2416,Cappuccino,60,1,60
97,2023-09-06,16:56,2416,Latte,60,1,60
97,2023-09-06,16:56,2416,Espresso,40,1,40
97,2023-09-06,16:56,2416,Iced Coffee,70,1,70
97,2023-09-06,16:56,2416,Tea,40,1,40
98,2023-08-23,14:46, ,Tea,40,1,40
99,2023-07-23,12:36,6840,Mocha,60,1,60
100,2023-07-18,17:07, ,Cappuccino,60,1,60
101,2023-07-28,10:11, ,Latte,60,1,60
102,2023-08-30,13:49,3403,Espresso,40,1,40
102,2023-08-30,13:49,3403,Tea,40,1,40
102,2023-08-30,13:49,3403,Iced Coffee,70,1,70
103,2023-08-13,15:28,4791,Iced Coffee,70,2,140
104,2023-09-25,11:48,5939,Iced Coffee,70,1,70
105,2023-07-16,09:10, ,Iced Coffee,70,1,70
106,2023-07-14,15:20, ,Cappuccino,60,1,60
107,2023-07-01,15:48, ,Cappuccino,60,2,120
107,2023-07-01,15:48, ,Latte,60,4,240
107,2023-07-01,15:48, ,Iced Coffee,70,1,70
107,2023-07-01,15:48, ,Mocha,60,2,120
107,2023-07-01,15:48, ,Espresso,40,1,40
108,2023-07-11,09:32,8237,Espresso,40,2,80
109,2023-07-08,14:35, ,Tea,40,3,120
110,2023-09-02,10:46,3583,Mocha,60,1,60
111,2023-09-18,17:31, ,Iced Coffee,70,1,70
112,2023-08-29,11:01,1128,Latte,60,1,60
113,2023-08-22,16:03,2736,Iced Coffee,70,1,70
114,2023-08-22,09:21,9591,Cappuccino,60,3,180
115,2023-09-03,12:24,2241,Espresso,40,1,40
116,2023-09-26,08:21, ,Iced Coffee,70,1,70
117,2023-08-16,12:20,9578,Latte,60,4,240
118,2023-08-12,09:36, ,Latte,60,1,60
119,2023-08-19,11:36, ,Iced Coffee,70,1,70
120,2023-08-01,08:45, ,Mocha,60,1,60
121,2023-08-05,12:51,4104,Cappuccino,60,4,240
122,2023-07-31,16:13,7216,Espresso,40,1,40
123,2023-09-04,17:34, ,Cappuccino,60,1,60
124,2023-07-04,12:20,1666,Tea,40,1,40
125,2023-09-25,17:33, ,Iced Coffee,70,4,280
125,2023-09-25,17:33, ,Latte,60,1,60
125,2023-09-25,17:33, ,Espresso,40,1,40
125,2023-09-25,17:33, ,Cappuccino,60,4,240
126,2023-09-13,11:47,3873,Tea,40,2,80
127,2023-07-21,17:40,9606,Mocha,60,1,60
127,2023-07-21,17:40,9606,Iced Coffee,70,1,70
127,2023-07-21,17:40,9606,Tea,40,1,40
127,2023-07-21,17:40,9606,Latte,60,4,240
127,2023-07-21,17:40,9606,Cappuccino,60,1,60
128,2023-09-19,12:48,7262,Cappuccino,60,3,180
129,2023-07-08,09:10, ,Latte,60,1,60
130,2023-08-21,10:50, ,Tea,40,4,160
130,2023-08-21,10:50, ,Cappuccino,60,1,60
130,2023-08-21,10:50, ,Iced Coffee,70,1,70
130,2023-08-21,10:50, ,Espresso,40,1,40
130,2023-08-21,10:50, ,Latte,60,3,180
131,2023-07-11,09:31,6947,Cappuccino,60,1,60
132,2023-08-11,17:12, ,Iced Coffee,70,2,140
133,2023-09-25,10:07,3012,Iced Coffee,70,1,70
134,2023-07-16,15:19,1652,Tea,40,1,40
135,2023-08-11,15:07,7351,Tea,40,1,40
136,2023-07-04,08:03, ,Tea,40,1,40
137,2023-09-13,17:30, ,Latte,60,1,60
137,2023-09-13,17:30, ,Tea,40,2,80
137,2023-09-13,17:30, ,Espresso,40,1,40
138,2023-07-24,15:56, ,Iced Coffee,70,1,70
139,2023-07-08,17:51,6080,Iced Coffee,70,1,70
140,2023-08-22,16:12,1384,Cappuccino,60,2,120
141,2023-07-29,15:55,3529,Latte,60,3,180
142,2023-09-14,15:27,8699,Iced Coffee,70,1,70
143,2023-09-03,10:18,7402,Cappuccino,60,1,60
143,2023-09-03,10:18,7402,Iced Coffee,70,2,140
143,2023-09-03,10:18,7402,Tea,40,1,40
143,2023-09-03,10:18,7402,Mocha,60,3,180
143,2023-09-03,10:18,7402,Espresso,40,1,40
144,2023-08-07,15:11,6966,Mocha,60,1,60
145,2023-08-02,11:55,3011,Tea,40,1,40
146,2023-07-26,15:43,9147,Espresso,40,1,40
147,2023-08-07,09:06,4568,Cappuccino,60,2,120
148,2023-07-06,08:18,4829,Iced Coffee,70,1,70
148,2023-07-06,08:18,4829,Tea,40,1,40
149,2023-09-12,17:04,5776,Iced Coffee,70,1,70
150,2023-09-13,13:44, ,Latte,60,1,60
150,2023-09-13,13:44, ,Espresso,40,1,40
150,2023-09-13,13:44, ,Mocha,60,1,60
151,2023-07-25,10:02, ,Espresso,40,1,40
152,2023-07-30,09:45, ,Mocha,60,1,60
152,2023-07-30,09:45, ,Cappuccino,60,1,60
152,2023-07-30,09:45, ,Iced Coffee,70,1,70
152,2023-07-30,09:45, ,Tea,40,1,40
153,2023-08-06,08:36, ,Espresso,40,1,40
154,2023-08-31,14:43,6217,Cappuccino,60,1,60
154,2023-08-31,14:43,6217,Tea,40,1,40
154,2023-08-31,14:43,6217,Espresso,40,2,80
155,2023-07-03,08:56,3320,Espresso,40,1,40
156,2023-07-20,12:58,7173,Tea,40,1,40
157,2023-09-19,12:29,4107,Mocha,60,1,60
158,2023-07-23,10:02, ,Espresso,40,1,40
159,2023-07-29,16:36, ,Mocha,60,1,60
159,2023-07-29,16:36, ,Iced Coffee,70,1,70
159,2023-07-29,16:36, ,Espresso,40,1,40
159,2023-07-29,16:36, ,Cappuccino,60,1,60
159,2023-07-29,16:36, ,Tea,40,1,40
160,2023-09-15,17:24, ,Tea,40,1,40
161,2023-07-17,10:02, ,Mocha,60,1,60
162,2023-08-21,16:15, ,Espresso,40,1,40
163,2023-09-15,13:35,4468,Tea,40,2,80
164,2023-09-15,13:53, ,Mocha,60,1,60
165,2023-07-28,09:49,1605,Cappuccino,60,1,60
165,2023-07-28,09:49,1605,Iced Coffee,70,1,70
165,2023-07-28,09:49,1605,Espresso,40,4,160
166,2023-08-10,17:17, ,Iced Coffee,70,1,70
167,2023-08-08,09:01,7629,Espresso,40,1,40
168,2023-09-18,12:14,9424,Mocha,60,1,60
168,2023-09-18,12:14,9424,Espresso,40,1,40
168,2023-09-18,12:14,9424,Iced Coffee,70,1,70
168,2023-09-18,12:14,9424,Tea,40,1,40
168,2023-09-18,12:14,9424,Latte,60,1,60
169,2023-09-29,09:09,3308,Mocha,60,1,60
170,2023-08-21,11:36, ,Mocha,60,2,120
170,2023-08-21,11:36, ,Cappuccino,60,1,60
170,2023-08-21,11:36, ,Tea,40,2,80
170,2023-08-21,11:36, ,Espresso,40,1,40
170,2023-08-21,11:36, ,Iced Coffee,70,1,70
171,2023-09-01,10:10, ,Cappuccino,60,1,60
172,2023-07-08,13:32,5698,Mocha,60,1,60
172,2023-07-08,13:32,5698,Latte,60,1,60
172,2023-07-08,13:32,5698,Tea,40,1,40
172,2023-07-08,13:32,5698,Iced Coffee,70,3,210
172,2023-07-08,13:32,5698,Espresso,40,1,40
173,2023-07-28,13:47, ,Mocha,60,1,60
174,2023-09-28,11:49, ,Tea,40,1,40
175,2023-09-16,17:55,7632,Cappuccino,60,1,60
175,2023-09-16,17:55,7632,Iced Coffee,70,2,140
175,2023-09-16,17:55,7632,Tea,40,1,40
175,2023-09-16,17:55,7632,Mocha,60,2,120
176,2023-08-19,13:13,6007,Espresso,40,2,80
177,2023-07-05,12:50, ,Latte,60,1,60
178,2023-07-04,10:02,6376,Cappuccino,60,2,120
179,2023-07-13,11:04,9466,Iced Coffee,70,1,70
179,2023-07-13,11:04,9466,Cappuccino,60,1,60
179,2023-07-13,11:04,9466,Mocha,60,1,60
179,2023-07-13,11:04,9466,Latte,60,1,60
180,2023-07-27,13:15,1669,Latte,60,2,120
181,2023-09-09,14:18,7597,Latte,60,1,60
182,2023-09-20,08:10, ,Mocha,60,1,60
183,2023-08-27,16:31,7195,Latte,60,1,60
184,2023-08-05,14:44,3778,Tea,40,1,40
185,2023-09-20,12:14,5645,Mocha,60,1,60
185,2023-09-20,12:14,5645,Cappuccino,60,3,180
186,2023-08-20,15:32, ,Espresso,40,1,40
187,2023-07-16,12:57, ,Tea,40,1,40
188,2023-09-18,16:04,9038,Latte,60,1,60
188,2023-09-18,16:04,9038,Tea,40,1,40
188,2023-09-18,16:04,9038,Mocha,60,2,120
188,2023-09-18,16:04,9038,Espresso,40,1,40
188,2023-09-18,16:04,9038,Cappuccino,60,3,180
189,2023-08-05,11:40,7265,Tea,40,1,40
190,2023-08-04,09:37, ,Iced Coffee,70,1,70
191,2023-07-29,09:06, ,Iced Coffee,70,3,210
192,2023-09-15,14:12,1942,Latte,60,1,60
193,2023-09-29,13:03, ,Mocha,60,1,60
193,2023-09-29,13:03, ,Espresso,40,1,40
193,2023-09-29,13:03, ,Latte,60,1,60
194,2023-08-23,15:03, ,Latte,60,1,60
195,2023-07-03,16:28,2100,Iced Coffee,70,2,140
196,2023-07-24,15:14, ,Espresso,40,1,40
197,2023-09-18,11:21, ,Iced Coffee,70,1,70
198,2023-07-22,13:16, ,Cappuccino,60,1,60
199,2023-08-07,11:31,8772,Mocha,60,1,60
199,2023-08-07,11:31,8772,Tea,40,3,120
199,2023-08-07,11:31,8772,Cappuccino,60,2,120
200,2023-09-29,15:31,1169,Espresso,40,1,40
201,2023-09-12,14:45, ,Cappuccino,60,1,60
202,2023-09-28,11:56,1648,Latte,60,1,60
202,2023-09-28,11:56,1648,Tea,40,1,40
202,2023-09-28,11:56,1648,Mocha,60,3,180
202,2023-09-28,11:56,1648,Cappuccino,60,1,60
202,2023-09-28,11:56,1648,Espresso,40,1,40
203,2023-07-09,08:06,9674,Cappuccino,60,2,120
203,2023-07-09,08:06,9674,Espresso,40,1,40
204,2023-09-01,15:10, ,Iced Coffee,70,1,70
205,2023-08-14,16:08,7135,Iced Coffee,70,1,70
206,2023-07-30,13:34, ,Tea,40,2,80
207,2023-08-23,17:19,8835,Mocha,60,1,60
207,2023-08-23,17:19,8835,Espresso,40,1,40
207,2023-08-23,17:19,8835,Tea,40,1,40
207,2023-08-23,17:19,8835,Latte,60,1,60
208,2023-07-21,10:14,9170,Espresso,40,1,40
209,2023-08-24,10:07,5170,Tea,40,1,40
209,2023-08-24,10:07,5170,Latte,60,1,60
209,2023-08-24,10:07,5170,Iced Coffee,70,1,70
210,2023-09-05,09:25, ,Espresso,40,1,40
211,2023-09-21,13:12, ,Tea,40,1,40
212,2023-09-04,17:11, ,Latte,60,2,120
213,2023-07-20,16:36,4137,Tea,40,1,40
214,2023-08-25,09:23, ,Tea,40,1,40
214,2023-08-25,09:23, ,Mocha,60,1,60
214,2023-08-25,09:23, ,Latte,60,1,60
214,2023-08-25,09:23, ,Espresso,40,1,40
214,2023-08-25,09:23, ,Cappuccino,60,1,60
215,2023-07-21,08:18,5666,Espresso,40,1,40
216,2023-08-18,11:29, ,Mocha,60,1,60
217,2023-07-24,12:20, ,Tea,40,1,40
218,2023-07-20,13:12,6132,Mocha,60,1,60
219,2023-08-10,13:48,6376,Iced Coffee,70,1,70
220,2023-09-17,16:05,7146,Cappuccino,60,1,60
221,2023-09-16,13:33, ,Cappuccino,60,1,60
222,2023-08-19,15:21, ,Espresso,40,1,40
222,2023-08-19,15:21, ,Latte,60,1,60
223,2023-08-07,15:02,4718,Iced Coffee,70,1,70
224,2023-07-05,12:09, ,Cappuccino,60,1,60
225,2023-07-20,08:28, ,Latte,60,3,180
225,2023-07-20,08:28, ,Tea,40,1,40
225,2023-07-20,08:28, ,Mocha,60,1,60
225,2023-07-20,08:28, ,Iced Coffee,70,1,70
225,2023-07-20,08:28, ,Espresso,40,1,40
226,2023-08-27,14:20,2046,Espresso,40,1,40
227,2023-07-16,17:11,9362,Latte,60,1,60
227,2023-07-16,17:11,9362,Mocha,60,1,60
227,2023-07-16,17:11,9362,Cappuccino,60,1,60
227,2023-07-16,17:11,9362,Espresso,40,1,40
228,2023-08-07,11:34,6606,Iced Coffee,70,1,70
229,2023-07-31,08:10,3140,Espresso,40,2,80
230,2023-08-24,09:06,5286,Latte,60,1,60
231,2023-08-24,17:12, ,Espresso,40,1,40
232,2023-07-30,10:00,8224,Iced Coffee,70,1,70
233,2023-09-19,16:12, ,Mocha,60,2,120
234,2023-08-07,10:18,4081,Latte,60,2,120
235,2023-07-30,17:35,3543,Latte,60,1,60
236,2023-07-03,08:36, ,Latte,60,1,60
237,2023-07-29,08:46, ,Iced Coffee,70,1,70
238,2023-09-08,15:17,4931,Espresso,40,1,40
239,2023-07-06,15:24,3793,Mocha,60,1,60
240,2023-09-10,08:56,8287,Latte,60,1,60
241,2023-07-09,09:44, ,Iced Coffee,70,1,70
241,2023-07-09,09:44, ,Espresso,40,2,80
241,2023-07-09,09:44, ,Tea,40,4,160
242,2023-08-12,11:48, ,Iced Coffee,70,1,70
242,2023-08-12,11:48, ,Cappuccino,60,1,60
242,2023-08-12,11:48, ,Latte,60,1,60
243,2023-08-11,12:01,1425,Tea,40,1,40
244,2023-08-27,08:07,9876,Espresso,40,1,40
244,2023-08-27,08:07,9876,Latte,60,1,60
245,2023-07-17,15:09, ,Tea,40,1,40
246,2023-07-20,11:47,3403,Espresso,40,4,160
247,2023-07-08,14:05,8226,Mocha,60,1,60
248,2023-08-18,16:45, ,Mocha,60,4,240
249,2023-07-21,12:23, ,Latte,60,1,60
249,2023-07-21,12:23, ,Iced Coffee,70,1,70
249,2023-07-21,12:23, ,Cappuccino,60,1,60
250,2023-08-09,10:55,4575,Espresso,40,1,40
250,2023-08-09,10:55,4575,Mocha,60,1,60
251,2023-09-10,08:16, ,Iced Coffee,70,1,70
252,2023-09-14,17:29, ,Espresso,40,1,40
252,2023-09-14,17:29, ,Tea,40,4,160
253,2023-07-18,13:22,5393,Iced Coffee,70,1,70
253,2023-07-18,13:22,5393,Mocha,60,4,240
253,2023-07-18,13:22,5393,Tea,40,1,40
253,2023-07-18,13:22,5393,Cappuccino,60,2,120
253,2023-07-18,13:22,5393,Latte,60,1,60
254,2023-09-06,14:14, ,Tea,40,1,40
255,2023-08-18,14:02,7753,Tea,40,1,40
256,2023-08-09,09:00,9815,Mocha,60,3,180
256,2023-08-09,09:00,9815,Iced Coffee,70,1,70
256,2023-08-09,09:00,9815,Tea,40,1,40
256,2023-08-09,09:00,9815,Latte,60,2,120
257,2023-09-15,11:40, ,Latte,60,1,60
258,2023-08-29,14:04,8478,Tea,40,1,40
259,2023-07-31,16:15, ,Cappuccino,60,1,60
260,2023-09-04,08:26, ,Cappuccino,60,1,60
261,2023-08-01,16:40,4618,Mocha,60,1,60
261,2023-08-01,16:40,4618,Tea,40,1,40
261,2023-08-01,16:40,4618,Latte,60,1,60
262,2023-09-08,11:25, ,Tea,40,2,80
263,2023-07-29,15:12,7243,Espresso,40,1,40
264,2023-09-30,13:13,7945,Mocha,60,1,60
265,2023-09-28,14:53, ,Tea,40,1,40
266,2023-09-06,09:43,9236,Latte,60,1,60
267,2023-09-18,15:57,8308,Mocha,60,1,60
268,2023-07-29,15:41, ,Tea,40,1,40
269,2023-07-17,16:57, ,Cappuccino,60,1,60
270,2023-07-10,09:49,6921,Iced Coffee,70,1,70
270,2023-07-10,09:49,6921,Espresso,40,1,40
270,2023-07-10,09:49,6921,Cappuccino,60,1,60
270,2023-07-10,09:49,6921,Tea,40,3,120
271,2023-09-26,13:30,2585,Iced Coffee,70,1,70
272,2023-09-25,09:10, ,Tea,40,1,40
273,2023-08-09,17:32,5072,Mocha,60,1,60
274,2023-09-18,16:38,9298,Iced Coffee,70,1,70
275,2023-07-28,08:54, ,Cappuccino,60,1,60
276,2023-08-27,11:28,3850,Tea,40,2,80
277,2023-08-24,12:47,9476,Tea,40,1,40
277,2023-08-24,12:47,9476,Espresso,40,4,160
277,2023-08-24,12:47,9476,Latte,60,4,240
277,2023-08-24,12:47,9476,Cappuccino,60,1,60
277,2023-08-24,12:47,9476,Iced Coffee,70,1,70
278,2023-08-28,11:55,1996,Espresso,40,1,40
279,2023-09-29,11:02, ,Iced Coffee,70,4,280
280,2023-09-10,10:42,1694,Latte,60,1,60
281,2023-07-03,13:36,1233,Iced Coffee,70,1,70
282,2023-07-08,10:00, ,Mocha,60,1,60
283,2023-09-14,15:25, ,Cappuccino,60,1,60
284,2023-08-11,14:57,7282,Mocha,60,1,60
285,2023-08-16,09:40, ,Cappuccino,60,1,60
286,2023-08-19,08:10,9082,Iced Coffee,70,1,70
287,2023-07-03,08:45, ,Cappuccino,60,1,60
288,2023-09-12,12:05,5086,Mocha,60,1,60
289,2023-07-23,08:37, ,Espresso,40,1,40
290,2023-09-27,14:45,3848,Cappuccino,60,1,60
291,2023-07-24,14:54,1796,Cappuccino,60,1,60
292,2023-09-08,09:31, ,Tea,40,2,80
293,2023-08-10,14:10, ,Mocha,60,1,60
294,2023-08-03,15:08,3867,Espresso,40,4,160
295,2023-07-04,11:33,1110,Mocha,60,4,240
296,2023-07-17,08:52, ,Cappuccino,60,1,60
296,2023-07-17,08:52, ,Espresso,40,4,160
296,2023-07-17,08:52, ,Iced Coffee,70,1,70
297,2023-09-24,14:02,3759,Espresso,40,1,40
297,2023-09-24,14:02,3759,Cappuccino,60,1,60
298,2023-08-08,13:01,7420,Tea,40,4,160
299,2023-08-15,09:54,8855,Cappuccino,60,2,120
300,2023-07-01,17:50, ,Mocha,60,1,60
301,2023-09-28,15:52, ,Latte,60,1,60
302,2023-09-08,17:02, ,Iced Coffee,70,1,70
303,2023-07-22,16:35,8348,Latte,60,1,60
303,2023-07-22,16:35,8348,Mocha,60,1,60
304,2023-07-20,12:43,7909,Latte,60,1,60
305,2023-07-22,16:58, ,Espresso,40,1,40
306,2023-07-29,16:42,5322,Espresso,40,1,40
306,2023-07-29,16:42,5322,Cappuccino,60,3,180
306,2023-07-29,16:42,5322,Latte,60,1,60
307,2023-07-11,13:25,2547,Espresso,40,2,80
308,2023-08-01,15:30,4027,Latte,60,1,60
309,2023-08-11,09:54,7243,Cappuccino,60,1,60
310,2023-07-13,17:48,3475,Espresso,40,3,120
311,2023-09-04,11:49,5041,Espresso,40,3,120
312,2023-08-30,15:01, ,Latte,60,1,60
313,2023-07-10,12:10,6058,Iced Coffee,70,1,70
314,2023-07-11,10:15,6567,Latte,60,1,60
314,2023-07-11,10:15,6567,Mocha,60,1,60
315,2023-09-02,12:53, ,Iced Coffee,70,2,140
316,2023-08-28,11:29,7636,Latte,60,1,60
316,2023-08-28,11:29,7636,Espresso,40,2,80
317,2023-07-29,17:12, ,Mocha,60,1,60
317,2023-07-29,17:12, ,Cappuccino,60,1,60
317,2023-07-29,17:12, ,Espresso,40,1,40
317,2023-07-29,17:12, ,Iced Coffee,70,2,140
318,2023-08-11,16:44,1501,Cappuccino,60,1,60
319,2023-07-02,12:13, ,Latte,60,1,60
320,2023-08-13,13:08, ,Cappuccino,60,2,120
321,2023-08-24,16:48,8938,Espresso,40,1,40
321,2023-08-24,16:48,8938,Iced Coffee,70,2,140
321,2023-08-24,16:48,8938,Cappuccino,60,1,60
321,2023-08-24,16:48,8938,Tea,40,1,40
322,2023-07-28,10:18,3631,Iced Coffee,70,1,70
322,2023-07-28,10:18,3631,Espresso,40,1,40
322,2023-07-28,10:18,3631,Latte,60,1,60
322,2023-07-28,10:18,3631,Cappuccino,60,1,60
322,2023-07-28,10:18,3631,Mocha,60,1,60
323,2023-08-18,16:39, ,Mocha,60,1,60
324,2023-07-19,08:31, ,Cappuccino,60,1,60
324,2023-07-19,08:31, ,Iced Coffee,70,1,70
324,2023-07-19,08:31, ,Mocha,60,3,180
324,2023-07-19,08:31, ,Espresso,40,1,40
324,2023-07-19,08:31, ,Latte,60,1,60
325,2023-08-26,13:50, ,Iced Coffee,70,1,70
326,2023-09-18,08:35, ,Latte,60,1,60
327,2023-07-13,11:01,1128,Cappuccino,60,1,60
328,2023-09-12,10:38,7835,Latte,60,1,60
329,2023-07-17,14:00, ,Latte,60,1,60
329,2023-07-17,14:00, ,Cappuccino,60,2,120
