Date,Open,High,Low,Close,Volume
2023-08-19,107.26,223.95,102.58,167.91,13662
2023-08-20,119.9,203.11,103.0,170.22,41885
2023-08-21,115.19,244.21,120.97,165.66,45182
2023-08-22,110.01,222.29,124.21,189.1,38479
2023-08-23,112.93,203.43,139.44,174.95,29876
2023-08-24,155.33,203.82,119.2,155.68,30149
2023-08-25,118.78,226.94,143.49,177.91,49540
2023-08-26,195.21,203.78,113.7,188.63,36341
2023-08-27,168.16,209.19,134.68,185.79,25386
2023-08-28,154.1,221.82,123.17,172.32,46599
2023-08-29,170.72,224.89,127.43,150.59,30138
2023-08-30,126.39,229.17,106.22,182.22,22779
2023-08-31,192.67,231.03,146.26,187.27,45417
2023-09-01,183.92,218.64,136.18,179.36,24415
2023-09-02,172.63,230.94,98.74,167.16,28086
2023-09-03,148.02,207.86,122.25,165.23,23350
2023-09-04,184.21,213.78,149.75,179.78,19611
2023-09-05,174.48,239.94,92.94,154.31,14173
2023-09-06,166.03,207.65,108.17,181.39,45511
2023-09-07,191.4,211.17,134.45,169.95,38419
2023-09-08,163.37,212.15,92.36,152.8,47329
2023-09-09,136.59,223.98,134.8,182.92,47482
2023-09-10,155.28,200.04,124.41,165.67,36432
2023-09-11,119.64,201.52,133.9,154.27,15637
2023-09-12,119.21,223.08,123.05,156.95,17926
2023-09-13,172.57,208.13,146.36,184.38,16876
2023-09-14,178.49,233.98,110.78,156.91,27997
2023-09-15,197.21,239.76,124.47,181.37,15784
2023-09-16,185.1,228.91,93.05,182.16,33164
2023-09-17,154.36,234.74,123.21,153.46,14794
2023-09-18,108.98,219.55,115.16,167.42,14819
2023-09-19,148.89,202.31,148.99,181.49,28473
2023-09-20,192.79,221.97,146.74,169.6,45276
2023-09-21,178.76,218.6,98.3,184.64,48415
2023-09-22,148.51,229.85,92.5,165.19,30844
2023-09-23,145.53,206.71,97.24,175.13,35200
2023-09-24,121.8,211.39,101.56,158.54,18543
2023-09-25,117.72,240.74,133.57,183.69,36176
2023-09-26,107.36,213.22,122.64,183.57,34057
2023-09-27,189.24,220.52,122.1,172.63,20358
2023-09-28,164.02,246.8,117.87,162.92,36760
2023-09-29,114.33,213.78,90.4,163.9,38849
2023-09-30,141.41,207.26,113.55,173.79,27532
2023-10-01,104.91,235.1,149.94,155.14,36260
