transaction_id,date,time,royalty_number,drink_type,unit_price,unit_sold,total_sale
75,2023-07-25,13:33,3322,Iced Coffee,70,1,70
76,2023-07-14,16:54, ,Latte,60,2,120
77,2023-08-01,10:26,3046,Espresso,40,1,40
78,2023-08-02,10:52,7064,Tea,40,1,40
79,2023-09-15,15:24, ,Latte,60,1,60
80,2023-08-14,16:49,6826,Cappuccino,60,1,60
81,2023-07-06,13:56,7228,Cappuccino,60,1,60
82,2023-07-15,13:34,9805,Iced Coffee,70,1,70
83,2023-08-17,15:43,7790,Iced Coffee,70,3,210
84,2023-09-21,15:50,4579,Cappuccino,60,2,120
85,2023-07-01,08:57, ,Latte,60,1,60
86,2023-07-08,14:56,9717,Mocha,60,1,60
87,2023-09-25,11:56, ,Cappuccino,60,4,240
87,2023-09-25,11:56, ,Mocha,60,1,60
87,2023-09-25,11:56, ,Espresso,40,1,40
87,2023-09-25,11:56, ,Iced Coffee,70,1,70
88,2023-07-17,17:31, ,Tea,40,1,40
89,2023-09-03,09:17, ,Mocha,60,1,60
90,2023-07-09,11:52,4469,Espresso,40,1,40
90,2023-07-09,11:52,4469,Cappuccino,60,1,60
90,2023-07-09,11:52,4469,Latte,60,1,60
91,2023-09-29,15:22,5786,Latte,60,2,120
92,2023-08-14,16:16,4464,Mocha,60,1,60
92,2023-08-14,16:16,4464,Cappuccino,60,1,60
92,2023-08-14,16:16,4464,Latte,60,2,120
93,2023-08-07,14:57, ,Cappuccino,60,1,60
94,2023-09-14,12:24,9838,Iced Coffee,70,2,140
95,2023-07-06,14:08, ,Mocha,60,1,60
96,2023-07-23,17:52,1260,Cappuccino,60,4,240
96,2023-07-23,17:52,1260,Iced Coffee,70,2,140
97,2023-08-22,09:35, ,Cappuccino,60,1,60
98,2023-09-08,09:36, ,Mocha,60,2,120
99,2023-09-21,17:43, ,Mocha,60,1,60
100,2023-08-30,09:21,3199,Cappuccino,60,3,180
101,2023-09-30,10:05,3279,Espresso,40,1,40
102,2023-07-30,08:17,2083,Mocha,60,1,60
103,2023-09-27,13:11,8680,Mocha,60,3,180
104,2023-09-18,11:24, ,Latte,60,1,60
105,2023-09-09,13:28,3107,Espresso,40,1,40
106,2023-08-05,15:23,6462,Espresso,40,3,120
107,2023-07-21,14:59,4315,Mocha,60,1,60
108,2023-08-19,13:27, ,Tea,40,1,40
109,2023-09-11,13:57,5799,Iced Coffee,70,1,70
109,2023-09-11,13:57,5799,Tea,40,1,40
109,2023-09-11,13:57,5799,Latte,60,1,60
110,2023-08-02,16:04,3556,Espresso,40,2,80
111,2023-09-21,17:44,6236,Tea,40,2,80
112,2023-07-14,09:20, ,Tea,40,1,40
113,2023-07-19,12:23, ,Latte,60,1,60
114,2023-08-22,11:07,6381,Mocha,60,1,60
115,2023-09-20,11:41,1224,Iced Coffee,70,1,70
116,2023-07-23,12:18, ,Tea,40,1,40
117,2023-08-28,13:53, ,Tea,40,1,40
117,2023-08-28,13:53, ,Latte,60,2,120
117,2023-08-28,13:53, ,Iced Coffee,70,2,140
117,2023-08-28,13:53, ,Cappuccino,60,1,60
118,2023-09-22,14:54,8005,Mocha,60,1,60
119,2023-09-22,14:27, ,Latte,60,4,240
120,2023-08-19,16:30, ,Espresso,40,1,40
121,2023-07-05,08:50, ,Mocha,60,2,120
122,2023-09-21,16:06,2166,Cappuccino,60,1,60
123,2023-08-06,09:57,9693,Tea,40,1,40
123,2023-08-06,09:57,9693,Latte,60,1,60
123,2023-08-06,09:57,9693,Espresso,40,1,40
123,2023-08-06,09:57,9693,Cappuccino,60,1,60
124,2023-08-11,15:34,3121,Latte,60,4,240
125,2023-07-21,15:34, ,Cappuccino,60,1,60
126,2023-08-02,14:13, ,Latte,60,1,60
126,2023-08-02,14:13, ,Tea,40,1,40
126,2023-08-02,14:13, ,Mocha,60,1,60
126,2023-08-02,14:13, ,Espresso,40,1,40
126,2023-08-02,14:13, ,Cappuccino,60,1,60
127,2023-07-11,11:52,9342,Tea,40,1,40
128,2023-08-01,13:08,6107,Iced Coffee,70,1,70
129,2023-07-16,12:01,2017,Espresso,40,1,40
130,2023-07-23,17:53,2174,Espresso,40,1,40
130,2023-07-23,17:53,2174,Cappuccino,60,3,180
130,2023-07-23,17:53,2174,Iced Coffee,70,1,70
130,2023-07-23,17:53,2174,Mocha,60,1,60
131,2023-09-09,16:28,2311,Latte,60,1,60
132,2023-07-10,17:41,6367,Tea,40,1,40
133,2023-09-02,11:27,4724,Mocha,60,1,60
134,2023-07-15,12:36, ,Tea,40,4,160
135,2023-09-05,08:43,4646,Iced Coffee,70,1,70
136,2023-08-27,14:37, ,Iced Coffee,70,2,140
137,2023-07-20,17:03, ,Latte,60,1,60
138,2023-09-03,08:57, ,Tea,40,2,80
139,2023-07-09,13:06,2273,Iced Coffee,70,1,70
139,2023-07-09,13:06,2273,Mocha,60,1,60
139,2023-07-09,13:06,2273,Cappuccino,60,1,60
139,2023-07-09,13:06,2273,Tea,40,4,160
139,2023-07-09,13:06,2273,Latte,60,1,60
140,2023-07-09,09:58,3848,Espresso,40,1,40
140,2023-07-09,09:58,3848,Latte,60,1,60
140,2023-07-09,09:58,3848,Tea,40,1,40
140,2023-07-09,09:58,3848,Iced Coffee,70,1,70
141,2023-09-10,09:08,5590,Mocha,60,1,60
142,2023-07-13,11:19, ,Tea,40,1,40
143,2023-07-21,08:44, ,Latte,60,1,60
144,2023-08-29,16:08, ,Espresso,40,1,40
145,2023-09-11,09:50,9339,Espresso,40,1,40
146,2023-09-13,13:57,1738,Espresso,40,1,40
146,2023-09-13,13:57,1738,Mocha,60,1,60
147,2023-09-25,12:34,7077,Latte,60,1,60
148,2023-09-11,14:43,6109,Espresso,40,1,40
149,2023-08-02,11:40,2698,Iced Coffee,70,1,70
150,2023-07-16,11:57, ,Latte,60,1,60
150,2023-07-16,11:57, ,Cappuccino,60,1,60
150,2023-07-16,11:57, ,Espresso,40,1,40
151,2023-09-08,10:54,4537,Espresso,40,1,40
151,2023-09-08,10:54,4537,Cappuccino,60,1,60
151,2023-09-08,10:54,4537,Tea,40,1,40
151,2023-09-08,10:54,4537,Latte,60,3,180
151,2023-09-08,10:54,4537,Mocha,60,1,60
152,2023-08-05,17:22,5531,Mocha,60,1,60
153,2023-09-01,10:14,3667,Iced Coffee,70,1,70
154,2023-08-13,15:47,7790,Mocha,60,1,60
155,2023-07-01,09:24,2257,Cappuccino,60,1,60
156,2023-07-03,17:49,4077,Cappuccino,60,1,60
157,2023-07-03,12:44,6837,Cappuccino,60,1,60
158,2023-09-30,09:25,8605,Iced Coffee,70,1,70
158,2023-09-30,09:25,8605,Mocha,60,1,60
159,2023-09-04,15:37,9141,Mocha,60,1,60
159,2023-09-04,15:37,9141,Tea,40,1,40
159,2023-09-04,15:37,9141,Espresso,40,1,40
159,2023-09-04,15:37,9141,Cappuccino,60,1,60
159,2023-09-04,15:37,9141,Iced Coffee,70,3,210
160,2023-08-15,16:47,1492,Tea,40,1,40
161,2023-09-26,08:32,6602,Iced Coffee,70,1,70
162,2023-07-02,16:21, ,Iced Coffee,70,1,70
163,2023-07-24,16:10,6371,Iced Coffee,70,1,70
163,2023-07-24,16:10,6371,Mocha,60,1,60
164,2023-08-20,13:45,4414,Tea,40,1,40
164,2023-08-20,13:45,4414,Iced Coffee,70,1,70
165,2023-09-25,11:17,3213,Mocha,60,1,60
166,2023-07-20,13:31,2709,Latte,60,1,60
167,2023-08-24,09:46,1714,Mocha,60,1,60
168,2023-07-25,10:29,4376,Espresso,40,1,40
169,2023-09-03,17:55,2894,Latte,60,1,60
170,2023-09-16,10:53,5940,Mocha,60,1,60
170,2023-09-16,10:53,5940,Iced Coffee,70,4,280
170,2023-09-16,10:53,5940,Espresso,40,1,40
170,2023-09-16,10:53,5940,Latte,60,1,60
171,2023-09-12,16:45,8510,Latte,60,1,60
172,2023-07-02,16:16,9974,Latte,60,1,60
173,2023-07-10,17:26,3303,Tea,40,2,80
174,2023-09-03,13:09,5255,Latte,60,1,60
175,2023-07-24,10:06, ,Tea,40,1,40
176,2023-08-09,17:08, ,Cappuccino,60,1,60
177,2023-09-07,16:15,1472,Tea,40,1,40
178,2023-09-20,17:33,8837,Mocha,60,1,60
179,2023-09-30,10:25, ,Espresso,40,4,160
180,2023-08-06,16:04, ,Mocha,60,1,60
181,2023-09-26,12:45, ,Latte,60,1,60
182,2023-09-08,11:40,7635,Espresso,40,1,40
183,2023-08-06,13:35,5775,Mocha,60,4,240
184,2023-07-19,16:12,6773,Latte,60,1,60
185,2023-08-04,16:09,8891,Iced Coffee,70,1,70
186,2023-07-31,13:45,3605,Espresso,40,1,40
187,2023-09-16,17:58, ,Iced Coffee,70,1,70
188,2023-08-05,17:18, ,Latte,60,1,60
189,2023-07-30,09:39, ,Latte,60,1,60
190,2023-07-02,08:08,9554,Espresso,40,1,40
191,2023-09-21,16:12, ,Tea,40,1,40
192,2023-07-21,15:47,2501,Cappuccino,60,1,60
193,2023-07-01,15:02, ,Latte,60,3,180
193,2023-07-01,15:02, ,Cappuccino,60,2,120
193,2023-07-01,15:02, ,Tea,40,1,40
193,2023-07-01,15:02, ,Iced Coffee,70,1,70
193,2023-07-01,15:02, ,Mocha,60,1,60
194,2023-08-04,16:20,5963,Cappuccino,60,1,60
194,2023-08-04,16:20,5963,Mocha,60,1,60
194,2023-08-04,16:20,5963,Espresso,40,1,40
194,2023-08-04,16:20,5963,Iced Coffee,70,4,280
195,2023-09-17,08:09,3746,Iced Coffee,70,1,70
196,2023-08-21,13:16,3911,Mocha,60,1,60
196,2023-08-21,13:16,3911,Latte,60,1,60
197,2023-07-31,15:35, ,Espresso,40,1,40
198,2023-08-10,13:40,4707,Espresso,40,1,40
199,2023-09-13,12:28,7061,Mocha,60,1,60
200,2023-09-08,10:30,1563,Tea,40,1,40
201,2023-09-18,13:30,4092,Latte,60,1,60
202,2023-08-23,15:03,3351,Tea,40,2,80
203,2023-07-20,16:25, ,Tea,40,1,40
204,2023-08-16,14:07,2723,Espresso,40,2,80
205,2023-07-27,16:24, ,Iced Coffee,70,4,280
206,2023-09-24,11:53, ,Mocha,60,1,60
207,2023-09-28,10:26, ,Iced Coffee,70,1,70
208,2023-08-27,14:14,6339,Latte,60,1,60
209,2023-07-18,10:21,9342,Iced Coffee,70,1,70
210,2023-09-03,08:18, ,Iced Coffee,70,1,70
211,2023-07-29,16:37,8991,Latte,60,4,240
212,2023-07-09,12:16, ,Cappuccino,60,1,60
213,2023-07-15,12:46,7953,Cappuccino,60,1,60
214,2023-09-03,17:38, ,Latte,60,1,60
214,2023-09-03,17:38, ,Espresso,40,1,40
214,2023-09-03,17:38, ,Cappuccino,60,1,60
214,2023-09-03,17:38, ,Mocha,60,1,60
214,2023-09-03,17:38, ,Iced Coffee,70,1,70
215,2023-08-01,15:49,7103,Cappuccino,60,1,60
215,2023-08-01,15:49,7103,Espresso,40,1,40
216,2023-08-15,16:14,1298,Cappuccino,60,1,60
216,2023-08-15,16:14,1298,Latte,60,1,60
216,2023-08-15,16:14,1298,Iced Coffee,70,1,70
217,2023-07-06,15:24, ,Latte,60,3,180
218,2023-07-27,15:52,5512,Espresso,40,1,40
219,2023-08-11,09:53,3263,Tea,40,1,40
220,2023-09-22,09:42, ,Latte,60,4,240
220,2023-09-22,09:42, ,Tea,40,1,40
220,2023-09-22,09:42, ,Mocha,60,1,60
221,2023-07-29,14:43, ,Mocha,60,4,240
221,2023-07-29,14:43, ,Iced Coffee,70,3,210
221,2023-07-29,14:43, ,Latte,60,1,60
222,2023-09-14,08:51,9497,Tea,40,1,40
222,2023-09-14,08:51,9497,Mocha,60,2,120
222,2023-09-14,08:51,9497,Espresso,40,1,40
222,2023-09-14,08:51,9497,Iced Coffee,70,1,70
222,2023-09-14,08:51,9497,Latte,60,1,60
223,2023-08-05,15:36, ,Espresso,40,1,40
224,2023-09-22,17:27,5012,Iced Coffee,70,1,70
225,2023-08-25,12:05,7847,Tea,40,1,40
225,2023-08-25,12:05,7847,Cappuccino,60,1,60
225,2023-08-25,12:05,7847,Espresso,40,1,40
225,2023-08-25,12:05,7847,Latte,60,1,60
226,2023-07-04,12:13, ,Iced Coffee,70,2,140
227,2023-07-24,16:32,7320,Tea,40,2,80
228,2023-07-04,12:00,8648,Tea,40,2,80
229,2023-07-03,11:44,7351,Cappuccino,60,1,60
230,2023-08-24,14:12,9505,Espresso,40,1,40
231,2023-08-08,14:54,3252,Iced Coffee,70,1,70
231,2023-08-08,14:54,3252,Tea,40,1,40
231,2023-08-08,14:54,3252,Espresso,40,1,40
231,2023-08-08,14:54,3252,Latte,60,1,60
231,2023-08-08,14:54,3252,Cappuccino,60,1,60
232,2023-07-19,16:50,6392,Cappuccino,60,1,60
233,2023-09-10,11:38, ,Espresso,40,1,40
234,2023-09-03,15:21, ,Cappuccino,60,1,60
235,2023-08-05,15:13,1921,Tea,40,1,40
236,2023-08-07,10:07,2112,Latte,60,1,60
237,2023-07-02,15:36, ,Tea,40,1,40
238,2023-07-31,13:00,1692,Mocha,60,1,60
238,2023-07-31,13:00,1692,Iced Coffee,70,1,70
239,2023-09-30,16:44,9924,Mocha,60,1,60
240,2023-08-01,11:19,3849,Tea,40,1,40
241,2023-07-07,08:12, ,Tea,40,1,40
242,2023-07-08,12:50,8711,Cappuccino,60,1,60
243,2023-08-05,14:19,1352,Iced Coffee,70,2,140
244,2023-09-17,10:28,4260,Iced Coffee,70,4,280
244,2023-09-17,10:28,4260,Cappuccino,60,1,60
244,2023-09-17,10:28,4260,Mocha,60,1,60
245,2023-07-10,16:03,9822,Iced Coffee,70,1,70
246,2023-07-08,13:29, ,Espresso,40,1,40
247,2023-09-28,09:08,8456,Espresso,40,1,40
247,2023-09-28,09:08,8456,Tea,40,1,40
248,2023-09-29,13:34,6457,Espresso,40,1,40
249,2023-08-24,10:44, ,Mocha,60,1,60
250,2023-08-01,10:07,3677,Latte,60,2,120
251,2023-07-15,13:07,7215,Iced Coffee,70,3,210
251,2023-07-15,13:07,7215,Tea,40,1,40
252,2023-07-05,10:05,7398,Mocha,60,1,60
253,2023-09-24,15:35,1512,Mocha,60,1,60
254,2023-09-13,15:00, ,Mocha,60,1,60
255,2023-09-07,16:33, ,Espresso,40,1,40
256,2023-09-20,11:13, ,Mocha,60,1,60
256,2023-09-20,11:13, ,Cappuccino,60,3,180
256,2023-09-20,11:13, ,Espresso,40,3,120
256,2023-09-20,11:13, ,Tea,40,1,40
257,2023-09-06,11:39,1606,Tea,40,1,40
257,2023-09-06,11:39,1606,Latte,60,3,180
257,2023-09-06,11:39,1606,Mocha,60,1,60
257,2023-09-06,11:39,1606,Espresso,40,1,40
257,2023-09-06,11:39,1606,Cappuccino,60,4,240
258,2023-09-18,09:59, ,Cappuccino,60,3,180
259,2023-07-18,09:28, ,Mocha,60,3,180
260,2023-09-26,14:50,5862,Cappuccino,60,1,60
260,2023-09-26,14:50,5862,Espresso,40,1,40
261,2023-07-12,12:57,3274,Espresso,40,1,40
262,2023-07-31,13:15, ,Latte,60,1,60
263,2023-07-27,09:34, ,Espresso,40,1,40
264,2023-07-09,16:17,7173,Espresso,40,1,40
265,2023-08-21,17:48, ,Mocha,60,1,60
266,2023-08-31,08:30,6926,Iced Coffee,70,1,70
267,2023-09-23,16:53,5660,Mocha,60,3,180
268,2023-08-22,09:17, ,Iced Coffee,70,1,70
269,2023-09-13,10:46,5366,Iced Coffee,70,1,70
270,2023-07-26,12:54,6375,Latte,60,2,120
270,2023-07-26,12:54,6375,Mocha,60,1,60
270,2023-07-26,12:54,6375,Tea,40,1,40
270,2023-07-26,12:54,6375,Espresso,40,3,120
271,2023-07-10,14:00,2879,Cappuccino,60,2,120
272,2023-08-01,14:33,5464,Tea,40,2,80
272,2023-08-01,14:33,5464,Mocha,60,1,60
272,2023-08-01,14:33,5464,Latte,60,1,60
272,2023-08-01,14:33,5464,Cappuccino,60,3,180
273,2023-08-09,08:14, ,Espresso,40,4,160
274,2023-08-29,11:01,3672,Espresso,40,1,40
275,2023-07-23,11:15, ,Mocha,60,1,60
276,2023-09-19,10:18,5430,Mocha,60,3,180
277,2023-08-28,09:44,1450,Latte,60,1,60
278,2023-08-14,13:28,6095,Mocha,60,4,240
279,2023-07-16,16:34,7957,Latte,60,1,60
280,2023-07-16,15:26, ,Cappuccino,60,1,60
281,2023-09-16,17:30,5483,Mocha,60,1,60
282,2023-09-20,08:48, ,Latte,60,1,60
283,2023-08-27,17:43, ,Latte,60,1,60
284,2023-08-16,08:15,4715,Latte,60,1,60
285,2023-07-20,08:16, ,Espresso,40,1,40
286,2023-08-15,11:21,2395,Cappuccino,60,1,60
287,2023-09-22,17:09,1842,Espresso,40,1,40
287,2023-09-22,17:09,1842,Tea,40,1,40
287,2023-09-22,17:09,1842,Mocha,60,1,60
287,2023-09-22,17:09,1842,Cappuccino,60,1,60
288,2023-08-21,12:38, ,Mocha,60,1,60
289,2023-09-24,13:52, ,Mocha,60,1,60
290,2023-07-17,12:27,5487,Iced Coffee,70,1,70
290,2023-07-17,12:27,5487,Latte,60,1,60
290,2023-07-17,12:27,5487,Mocha,60,1,60
291,2023-07-27,17:26,2761,Iced Coffee,70,1,70
291,2023-07-27,17:26,2761,Cappuccino,60,1,60
291,2023-07-27,17:26,2761,Espresso,40,2,80
292,2023-07-31,12:12, ,Mocha,60,1,60
292,2023-07-31,12:12, ,Iced Coffee,70,1,70
292,2023-07-31,12:12, ,Cappuccino,60,1,60
292,2023-07-31,12:12, ,Latte,60,1,60
292,2023-07-31,12:12, ,Tea,40,1,40
293,2023-09-17,12:48, ,Tea,40,1,40
294,2023-07-15,16:32,2423,Mocha,60,1,60
295,2023-07-09,11:14,5914,Tea,40,1,40
296,2023-08-27,16:04,6897,Tea,40,1,40
297,2023-09-20,15:43,2881,Tea,40,1,40
298,2023-08-10,09:55, ,Latte,60,1,60
299,2023-08-29,09:21,1408,Latte,60,1,60
300,2023-08-28,15:58,8490,Cappuccino,60,1,60
300,2023-08-28,15:58,8490,Tea,40,1,40
300,2023-08-28,15:58,8490,Espresso,40,1,40
301,2023-07-11,15:53,7044,Mocha,60,1,60
302,2023-07-07,13:19,2093,Espresso,40,1,40
303,2023-08-28,15:51, ,Mocha,60,1,60
304,2023-09-12,16:47, ,Latte,60,1,60
305,2023-08-24,12:09, ,Espresso,40,1,40
306,2023-08-03,13:12, ,Espresso,40,2,80
306,2023-08-03,13:12, ,Iced Coffee,70,1,70
306,2023-08-03,13:12, ,Mocha,60,2,120
306,2023-08-03,13:12, ,Tea,40,2,80
306,2023-08-03,13:12, ,Cappuccino,60,2,120
307,2023-07-25,08:29,8066,Cappuccino,60,1,60
308,2023-07-19,14:38,7674,Cappuccino,60,1,60
309,2023-07-21,12:27, ,Mocha,60,1,60
310,2023-08-16,16:11, ,Espresso,40,3,120
311,2023-09-28,10:35,5907,Iced Coffee,70,1,70
311,2023-09-28,10:35,5907,Cappuccino,60,1,60
311,2023-09-28,10:35,5907,Latte,60,1,60
312,2023-07-06,15:02, ,Latte,60,2,120
313,2023-09-15,16:14,1385,Espresso,40,1,40
314,2023-08-15,09:48,6066,Mocha,60,1,60
315,2023-09-18,10:00, ,Latte,60,1,60
315,2023-09-18,10:00, ,Mocha,60,1,60
315,2023-09-18,10:00, ,Iced Coffee,70,1,70
315,2023-09-18,10:00, ,Tea,40,1,40
315,2023-09-18,10:00, ,Espresso,40,1,40
316,2023-07-25,13:06, ,Espresso,40,1,40
317,2023-08-08,17:48,6057,Mocha,60,1,60
318,2023-07-13,12:07,6938,Mocha,60,1,60
318,2023-07-13,12:07,6938,Tea,40,1,40
318,2023-07-13,12:07,6938,Iced Coffee,70,1,70
318,2023-07-13,12:07,6938,Cappuccino,60,3,180
318,2023-07-13,12:07,6938,Latte,60,1,60
319,2023-07-02,14:26,9071,Mocha,60,1,60
320,2023-07-06,09:05,6947,Iced Coffee,70,1,70
321,2023-07-18,09:36,5714,Iced Coffee,70,1,70
322,2023-07-12,09:34,6919,Iced Coffee,70,1,70
323,2023-09-27,17:11,4418,Tea,40,1,40
324,2023-08-26,16:29,9266,Cappuccino,60,4,240
324,2023-08-26,16:29,9266,Latte,60,2,120
324,2023-08-26,16:29,9266,Tea,40,1,40
324,2023-08-26,16:29,9266,Iced Coffee,70,1,70
325,2023-09-22,15:11, ,Cappuccino,60,1,60
326,2023-07-27,08:31,9260,Cappuccino,60,4,240
327,2023-08-12,15:33,2271,Tea,40,2,80
328,2023-08-27,09:01, ,Iced Coffee,70,1,70
328,2023-08-27,09:01, ,Mocha,60,1,60
328,2023-08-27,09:01, ,Cappuccino,60,4,240
328,2023-08-27,09:01, ,Tea,40,1,40
328,2023-08-27,09:01, ,Espresso,40,2,80
329,2023-09-26,16:21,3443,Espresso,40,1,40
329,2023-09-26,16:21,3443,Mocha,60,1,60
329,2023-09-26,16:21,3443,Cappuccino,60,1,60
330,2023-08-18,10:38, ,Mocha,60,2,120
330,2023-08-18,10:38, ,Cappuccino,60,1,60
331,2023-07-09,13:12, ,Iced Coffee,70,1,70
332,2023-07-11,09:58, ,Iced Coffee,70,4,280
333,2023-08-09,10:13,1560,Tea,40,1,40
333,2023-08-09,10:13,1560,Espresso,40,1,40
334,2023-07-04,15:44, ,Mocha,60,2,120
335,2023-08-14,16:13,2032,Tea,40,1,40
336,2023-09-07,14:58, ,Cappuccino,60,4,240
337,2023-08-25,17:15, ,Tea,40,1,40
338,2023-08-01,17:25,1205,Tea,40,1,40
338,2023-08-01,17:25,1205,Espresso,40,4,160
338,2023-08-01,17:25,1205,Mocha,60,1,60
338,2023-08-01,17:25,1205,Iced Coffee,70,1,70
339,2023-07-27,13:49,5555,Cappuccino,60,1,60
340,2023-07-14,14:52, ,Tea,40,1,40
341,2023-09-15,16:02,2724,Latte,60,1,60
