Date,Open,High,Low,Close,Volume
2023-01-20,146.95,232.87,111.91,181.74,41992
2023-01-21,198.15,248.77,90.27,173.44,12542
2023-01-22,139.89,219.41,105.05,165.52,39667
2023-01-23,181.37,237.84,138.5,170.4,47818
2023-01-24,154.65,242.2,134.57,152.71,43475
2023-01-25,177.09,218.95,128.71,173.44,40894
2023-01-26,148.49,211.18,139.54,183.3,10277
2023-01-27,102.91,218.41,118.37,152.74,44861
2023-01-28,108.65,232.64,145.13,175.88,39921
2023-01-29,111.15,212.87,106.18,152.04,44022
2023-01-30,125.12,242.92,119.8,154.52,30446
2023-01-31,196.49,214.76,139.76,175.05,41550
2023-02-01,163.18,238.2,122.63,171.39,19838
2023-02-02,181.67,216.05,104.39,157.58,34800
2023-02-03,156.61,225.22,110.02,163.77,15966
2023-02-04,163.54,243.71,141.63,154.55,25904
2023-02-05,181.19,224.27,121.74,177.64,28722
2023-02-06,192.67,231.21,110.75,177.21,18474
2023-02-07,191.26,217.14,127.44,188.48,47703
2023-02-08,182.48,223.43,98.88,177.53,49488
2023-02-09,109.42,203.07,134.48,186.71,21205
2023-02-10,136.1,225.99,111.83,182.11,38144
2023-02-11,103.55,222.46,121.0,173.3,31120
2023-02-12,154.64,214.95,110.8,171.66,25644
2023-02-13,179.61,208.64,141.44,153.96,46079
2023-02-14,105.11,217.03,100.59,156.9,48154
2023-02-15,118.87,214.74,142.15,174.14,47746
2023-02-16,136.55,218.13,129.71,165.17,22657
2023-02-17,124.43,240.44,100.89,154.72,27038
2023-02-18,179.51,244.78,99.4,182.37,12108
2023-02-19,135.21,245.75,105.58,164.85,22299
2023-02-20,163.89,221.08,116.62,152.85,30397
2023-02-21,149.34,244.92,146.65,154.21,48502
2023-02-22,158.35,229.35,137.08,152.36,21048
2023-02-23,193.93,249.83,107.28,158.69,46067
2023-02-24,194.35,206.21,118.54,172.15,31267
2023-02-25,111.17,237.84,92.55,170.13,22828
2023-02-26,184.36,229.41,136.56,158.01,43020
2023-02-27,134.6,225.73,132.89,155.07,43994
2023-02-28,110.08,237.91,128.53,168.93,21173
2023-03-01,138.34,241.66,126.18,174.84,47511
2023-03-02,151.04,241.55,94.47,169.56,13061
2023-03-03,196.11,217.21,121.44,170.32,15966
2023-03-04,137.15,219.03,126.05,186.8,18868
2023-03-05,101.24,229.76,127.16,183.54,48469
2023-03-06,185.97,202.14,143.86,179.9,33401
2023-03-07,111.11,240.74,109.81,165.85,24149
2023-03-08,147.83,229.3,104.66,172.82,43705
2023-03-09,185.0,222.18,116.28,179.06,38199
2023-03-10,151.47,231.91,127.03,167.49,21189
2023-03-11,144.66,247.77,141.1,151.89,34482
2023-03-12,180.05,240.21,134.6,176.63,14045
2023-03-13,102.04,232.81,121.06,184.78,42222
2023-03-14,157.26,210.38,113.38,162.42,18310
2023-03-15,141.14,248.59,134.79,181.62,37497
2023-03-16,198.51,219.36,112.24,178.65,33338
2023-03-17,180.14,245.26,115.46,175.75,37567
2023-03-18,105.4,225.05,91.1,151.3,32385
2023-03-19,119.05,233.62,120.47,150.58,11777
2023-03-20,145.24,244.37,102.3,170.35,44623
2023-03-21,170.29,202.92,147.98,171.38,46139
2023-03-22,133.2,214.74,95.55,154.44,16328
2023-03-23,136.0,208.88,92.5,188.88,45879
2023-03-24,192.15,202.33,121.03,159.5,36203
2023-03-25,195.36,217.09,149.01,180.46,13075
2023-03-26,140.77,245.77,106.44,166.63,49168
2023-03-27,189.86,212.64,97.98,168.07,21167
2023-03-28,133.03,205.65,95.43,182.79,20362
2023-03-29,108.27,247.09,90.21,188.93,23813
2023-03-30,152.67,224.67,126.94,151.69,11672
2023-03-31,166.08,223.59,111.19,179.66,25422
2023-04-01,189.3,234.39,139.2,176.03,14219
2023-04-02,196.52,240.85,103.3,171.53,47832
2023-04-03,176.99,211.35,122.88,165.37,13383
2023-04-04,175.91,210.12,93.26,169.94,46012
2023-04-05,171.0,221.22,109.37,160.9,34892
2023-04-06,170.16,242.38,144.45,187.32,29840
2023-04-07,176.73,246.36,126.21,155.35,48147
2023-04-08,197.43,209.52,117.82,156.11,41530
2023-04-09,137.37,234.47,145.87,178.34,46632
2023-04-10,108.31,222.29,110.96,168.61,30578
2023-04-11,123.96,243.91,94.35,175.39,21733
2023-04-12,122.15,214.78,117.31,174.51,23639
2023-04-13,136.36,213.51,125.35,178.74,17192
2023-04-14,181.03,201.1,137.97,155.7,25270
2023-04-15,106.01,243.57,112.1,178.12,40028
2023-04-16,144.97,208.3,121.18,163.2,16805
2023-04-17,181.32,213.93,143.31,177.68,43476
2023-04-18,126.42,212.32,127.97,164.03,48706
2023-04-19,106.34,246.1,106.42,183.01,42271
2023-04-20,124.21,204.08,145.9,183.86,35231
2023-04-21,108.51,216.83,124.18,175.39,21637
2023-04-22,180.78,234.02,140.28,160.68,29664
2023-04-23,117.03,208.28,138.39,166.32,30730
2023-04-24,119.53,228.88,130.3,164.5,29887
2023-04-25,181.46,221.23,107.94,157.28,25631
2023-04-26,181.03,200.66,129.19,152.66,41901
2023-04-27,158.94,230.33,96.92,174.87,48554
2023-04-28,191.47,217.35,130.19,168.05,10233
2023-04-29,105.98,210.58,121.51,152.68,11060
2023-04-30,196.5,248.76,109.38,175.2,18354
2023-05-01,157.1,241.95,116.54,173.94,16342
2023-05-02,130.25,222.44,107.1,170.96,23486
2023-05-03,182.57,216.06,118.19,154.41,23768
2023-05-04,165.94,200.7,115.56,168.66,25914
2023-05-05,198.65,236.4,119.53,170.22,41189
2023-05-06,110.75,213.32,91.61,154.77,42671
2023-05-07,158.09,225.58,96.51,160.04,35236
2023-05-08,147.28,231.3,141.23,189.89,32127
2023-05-09,165.23,237.65,100.55,188.98,28947
2023-05-10,124.19,207.91,108.64,185.78,41048
2023-05-11,103.11,204.57,131.74,169.62,12272
2023-05-12,154.42,238.7,113.1,179.28,22830
2023-05-13,136.47,202.57,114.23,154.24,45038
2023-05-14,189.23,220.33,92.28,167.08,45526
2023-05-15,145.93,201.8,116.08,177.89,15751
2023-05-16,141.87,210.39,124.24,162.35,10479
2023-05-17,163.29,209.47,116.49,183.72,27499
2023-05-18,152.72,242.0,112.9,181.8,15532
2023-05-19,196.12,237.15,100.38,161.28,27720
2023-05-20,178.9,212.23,113.23,151.77,42178
2023-05-21,149.67,229.31,93.05,175.05,39502
2023-05-22,121.11,224.73,106.99,159.37,27619
2023-05-23,160.4,204.56,90.5,180.0,40901
2023-05-24,174.86,217.89,99.79,172.44,45104
2023-05-25,175.59,237.54,93.92,184.66,45890
2023-05-26,199.35,206.44,145.71,152.99,46778
2023-05-27,121.85,212.0,121.68,167.75,46378
2023-05-28,142.56,217.82,103.76,184.28,36853
2023-05-29,142.38,200.2,126.93,182.92,27001
2023-05-30,131.86,238.67,105.74,183.34,28768
2023-05-31,136.53,219.75,128.92,153.12,14960
2023-06-01,147.79,231.93,120.89,169.15,14020
2023-06-02,154.21,226.3,113.77,173.83,22392
2023-06-03,126.52,238.97,144.28,171.58,24863
2023-06-04,113.44,232.94,131.1,150.46,23683
2023-06-05,130.19,219.94,146.81,180.79,31437
2023-06-06,113.65,206.18,106.37,179.69,17474
2023-06-07,131.77,221.2,113.03,169.77,18804
2023-06-08,167.92,200.26,130.2,155.96,16152
2023-06-09,160.13,203.91,127.36,156.86,35003
2023-06-10,199.72,241.49,106.31,150.41,10513
2023-06-11,156.09,225.84,95.7,172.01,47804
2023-06-12,154.87,239.45,139.71,178.1,48484
2023-06-13,164.23,236.96,110.35,176.84,25061
2023-06-14,172.68,226.39,90.07,171.1,30441
2023-06-15,161.58,236.36,131.54,166.81,47986
2023-06-16,158.85,247.19,109.85,178.18,41968
2023-06-17,160.5,247.42,133.91,172.03,18888
2023-06-18,135.48,212.72,97.21,173.52,38784
2023-06-19,177.74,245.42,105.44,153.79,36320
2023-06-20,160.46,223.55,144.76,189.12,26432
2023-06-21,130.92,210.42,126.75,150.8,37792
2023-06-22,124.56,220.51,114.33,176.36,44908
2023-06-23,107.13,229.2,141.42,178.51,13088
2023-06-24,134.77,244.45,130.38,166.12,10090
2023-06-25,101.28,245.17,100.75,178.45,21667
2023-06-26,116.56,227.99,106.25,188.42,37453
2023-06-27,106.04,240.36,142.83,179.41,14620
2023-06-28,127.82,226.46,146.2,181.79,45645
2023-06-29,134.83,204.75,132.14,158.66,31502
2023-06-30,159.12,221.79,121.92,174.3,45298
2023-07-01,177.5,234.96,144.64,158.66,16934
2023-07-02,162.48,237.73,129.62,175.61,48223
2023-07-03,115.97,233.89,146.37,183.95,36594
2023-07-04,189.38,200.11,132.32,165.41,29180
2023-07-05,173.06,234.12,103.02,158.67,17264
2023-07-06,149.78,249.0,142.58,186.13,29999
2023-07-07,164.36,210.65,122.11,160.74,26924
2023-07-08,150.95,235.66,110.5,161.92,46753
2023-07-09,116.82,209.88,103.96,189.4,41644
2023-07-10,164.15,238.32,106.26,187.87,15173
2023-07-11,198.82,246.79,122.61,183.74,44293
2023-07-12,177.03,210.41,92.79,154.95,20667
2023-07-13,118.15,241.47,111.87,181.33,23086
2023-07-14,111.98,214.96,105.31,166.65,38963
2023-07-15,193.03,244.04,95.83,166.93,48463
2023-07-16,191.01,201.59,120.16,161.25,36522
2023-07-17,174.92,237.76,111.35,161.52,28734
2023-07-18,176.05,210.77,142.69,158.08,29787
2023-07-19,114.29,218.34,121.6,163.13,43881
2023-07-20,181.19,207.89,98.75,152.25,10679
2023-07-21,119.23,240.37,94.65,165.95,26331
2023-07-22,115.47,210.05,124.12,170.33,40113
2023-07-23,140.71,217.73,136.76,189.79,30848
2023-07-24,100.04,218.28,114.61,157.69,22241
2023-07-25,184.55,213.38,122.08,177.69,31353
2023-07-26,116.11,211.2,138.38,160.57,27738
2023-07-27,173.93,237.38,129.1,162.47,42672
2023-07-28,158.29,228.87,126.44,187.3,47590
2023-07-29,177.03,238.69,143.62,172.21,21567
2023-07-30,160.0,207.85,99.88,183.7,12162
2023-07-31,196.15,227.25,100.37,188.64,16507
2023-08-01,137.98,203.99,146.69,172.07,12240
2023-08-02,149.7,204.92,138.44,184.04,14112
2023-08-03,133.83,221.6,148.61,187.05,15787
2023-08-04,174.28,229.61,121.55,166.9,41778
2023-08-05,130.05,235.83,115.5,154.44,39103
2023-08-06,179.88,228.41,147.22,169.28,21962
2023-08-07,108.59,203.85,127.25,161.87,27938
2023-08-08,123.57,218.84,115.0,184.53,34833
2023-08-09,143.82,236.9,116.06,187.84,47973
2023-08-10,112.6,247.53,118.73,151.84,10997
2023-08-11,120.3,245.27,93.62,168.58,22880
2023-08-12,184.15,224.58,99.4,158.61,18565
2023-08-13,137.24,246.78,128.09,169.22,25249
2023-08-14,121.87,212.57,131.38,153.17,38469
2023-08-15,184.61,230.85,143.04,162.96,31577
2023-08-16,157.54,238.14,124.47,154.4,34904
2023-08-17,163.37,200.08,98.82,166.41,22646
2023-08-18,188.89,204.11,131.31,152.19,41620
2023-08-19,171.4,216.06,99.68,177.07,36954
2023-08-20,126.51,210.82,121.91,186.71,40414
2023-08-21,100.97,208.74,102.1,185.4,39472
2023-08-22,154.95,227.59,106.58,169.99,20028
2023-08-23,170.75,231.98,142.24,154.22,29110
2023-08-24,180.57,224.25,123.27,182.58,49770
2023-08-25,119.07,234.98,134.89,171.52,11094
2023-08-26,163.42,215.91,99.13,157.6,16563
2023-08-27,193.86,218.3,116.75,175.67,21689
2023-08-28,125.82,206.65,113.55,181.85,49422
2023-08-29,129.25,210.85,148.6,162.52,49769
2023-08-30,142.56,224.34,134.48,179.08,42191
2023-08-31,157.12,241.32,139.38,163.35,22289
2023-09-01,199.01,223.68,130.83,180.86,35427
2023-09-02,158.82,244.16,94.03,173.14,34619
2023-09-03,188.79,246.85,137.0,183.95,23332
2023-09-04,165.62,238.57,133.53,160.4,25885
2023-09-05,147.28,238.95,131.94,180.57,44078
2023-09-06,130.55,200.73,115.66,161.57,39123
2023-09-07,135.02,234.64,106.35,169.01,30277
2023-09-08,177.71,201.72,119.66,185.11,40219
2023-09-09,117.75,237.74,114.36,177.36,39876
2023-09-10,113.79,221.25,96.36,183.13,47403
2023-09-11,121.3,204.18,136.35,174.4,30580
2023-09-12,166.89,246.52,129.72,174.52,33500
2023-09-13,137.14,209.26,99.03,187.38,33490
2023-09-14,120.65,248.02,126.78,158.88,17101
2023-09-15,133.07,239.2,146.99,183.11,14767
2023-09-16,108.16,246.13,121.95,174.86,37209
2023-09-17,143.65,231.3,92.69,184.63,15547
2023-09-18,181.12,217.59,148.02,189.24,25827
2023-09-19,144.58,234.96,128.94,161.28,19361
2023-09-20,144.73,223.02,118.82,186.09,37620
2023-09-21,102.75,236.73,147.2,157.92,36883
2023-09-22,127.9,247.69,116.75,165.75,33950
2023-09-23,107.52,202.84,102.84,188.77,40996
2023-09-24,104.77,208.28,90.22,156.84,38515
2023-09-25,186.36,221.52,137.7,162.26,35297
2023-09-26,171.43,201.37,98.9,186.36,40228
2023-09-27,183.04,217.98,137.82,165.28,17397
2023-09-28,113.29,221.16,94.88,171.0,37080
2023-09-29,136.53,208.73,128.0,160.48,29044
2023-09-30,191.32,202.1,91.41,170.06,28945
2023-10-01,143.34,231.75,133.25,170.75,10364
