Date,Open,High,Low,Close,Volume,30MA,Volatility
2023-08-06,157.28,247.43,124.62,156.29,33931,170.81599999999997,9.818296642774529
2023-08-07,132.58,235.03,129.04,151.13,20903,170.36866666666668,10.401992757800485
2023-08-08,144.51,242.03,122.59,179.65,22257,170.70299999999997,10.537406979996044
2023-08-09,106.15,202.27,123.44,164.17,44246,170.797,10.463413812933616
2023-08-10,124.27,202.78,142.11,170.24,32745,170.75866666666667,10.463272954460312
2023-08-11,197.16,237.14,117.12,152.44,18671,170.56033333333335,10.75804734343917
2023-08-12,123.06,215.23,122.1,157.11,29918,170.13833333333332,11.034860461387781
2023-08-13,169.15,225.84,131.46,177.82,36006,170.36166666666668,11.122862780632603
2023-08-14,165.05,207.81,95.37,174.21,40607,170.27100000000002,11.078472865629234
2023-08-15,172.39,248.9,115.92,184.14,39807,170.41533333333334,11.234147369802356
2023-08-16,147.51,225.14,96.13,188.52,12026,170.726,11.608096342193907
2023-08-17,159.67,241.45,98.27,164.38,17934,170.64,11.646453063723634
2023-08-18,106.7,203.7,90.13,174.81,40153,170.85899999999998,11.661528660070923
2023-08-19,107.26,223.95,102.58,167.91,13662,170.2913333333333,11.363129951683693
2023-08-20,119.9,203.11,103.0,170.22,41885,170.48166666666665,11.310653227677967
2023-08-21,115.19,244.21,120.97,165.66,45182,170.01966666666667,11.21136907058108
2023-08-22,110.01,222.29,124.21,189.1,38479,169.99766666666667,11.171874995699723
2023-08-23,112.93,203.43,139.44,174.95,29876,169.59633333333335,10.748644014987194
2023-08-24,155.33,203.82,119.2,155.68,30149,169.05333333333334,11.03232189689832
2023-08-25,118.78,226.94,143.49,177.91,49540,169.57700000000003,11.068590587161827
2023-08-26,195.21,203.78,113.7,188.63,36341,170.035,11.568973295130762
2023-08-27,168.16,209.19,134.68,185.79,25386,170.3156666666667,11.851738904374821
2023-08-28,154.1,221.82,123.17,172.32,46599,170.357,11.85665771071114
2023-08-29,170.72,224.89,127.43,150.59,30138,169.92133333333334,12.341435598976265
2023-08-30,126.39,229.17,106.22,182.22,22779,170.388,12.53801018145803
2023-08-31,192.67,231.03,146.26,187.27,45417,171.5213333333333,12.473823552663744
2023-09-01,183.92,218.64,136.18,179.36,24415,172.11166666666668,12.409449426041085
2023-09-02,172.63,230.94,98.74,167.16,28086,172.49033333333333,12.063032009588962
2023-09-03,148.02,207.86,122.25,165.23,23350,172.10933333333332,12.107217833927043
2023-09-04,184.21,213.78,149.75,179.78,19611,171.823,11.807255557203106
2023-09-05,174.48,239.94,92.94,154.31,14173,171.757,11.902227595040273
2023-09-06,166.03,207.65,108.17,181.39,45511,172.76566666666668,11.363928013018098
2023-09-07,191.4,211.17,134.45,169.95,38419,172.44233333333335,11.299106673060285
2023-09-08,163.37,212.15,92.36,152.8,47329,172.06333333333336,11.767144596461076
2023-09-09,136.59,223.98,134.8,182.92,47482,172.486,11.926048453873477
2023-09-10,155.28,200.04,124.41,165.67,36432,172.92700000000002,11.391874947855866
2023-09-11,119.64,201.52,133.9,154.27,15637,172.83233333333334,11.538700901997029
2023-09-12,119.21,223.08,123.05,156.95,17926,172.13666666666666,11.85248419569482
2023-09-13,172.57,208.13,146.36,184.38,16876,172.47566666666665,12.057495789451627
2023-09-14,178.49,233.98,110.78,156.91,27997,171.568,12.173502145346625
2023-09-15,197.21,239.76,124.47,181.37,15784,171.32966666666664,11.897022659511068
2023-09-16,185.1,228.91,93.05,182.16,33164,171.92233333333334,11.981445334301315
2023-09-17,154.36,234.74,123.21,153.46,14794,171.2106666666667,12.429693294780009
2023-09-18,108.98,219.55,115.16,167.42,14819,171.19433333333333,12.434501136183446
2023-09-19,148.89,202.31,148.99,181.49,28473,171.57000000000002,12.573515405612412
2023-09-20,192.79,221.97,146.74,169.6,45276,171.70133333333334,12.530157753728943
2023-09-21,178.76,218.6,98.3,184.64,48415,171.55266666666665,12.341649678288938
2023-09-22,148.51,229.85,92.5,165.19,30844,171.22733333333332,12.37759319630976
2023-09-23,145.53,206.71,97.24,175.13,35200,171.87566666666666,12.039934609552455
2023-09-24,121.8,211.39,101.56,158.54,18543,171.23,12.223156373217936
2023-09-25,117.72,240.74,133.57,183.69,36176,171.06533333333334,12.012119091045994
2023-09-26,107.36,213.22,122.64,183.57,34057,170.99133333333333,11.924801374282607
2023-09-27,189.24,220.52,122.1,172.63,20358,171.00166666666667,11.926126660673916
2023-09-28,164.02,246.8,117.87,162.92,36760,171.41266666666667,11.399261903913924
2023-09-29,114.33,213.78,90.4,163.9,38849,170.802,11.290530484467507
2023-09-30,141.41,207.26,113.55,173.79,27532,170.35266666666666,10.873064451878923
2023-10-01,104.91,235.1,149.94,155.14,36260,169.54533333333333,11.07843812386784
