OriginCity,OriginLat,OriginLong,DestCity,DestLat,DestLong,Distance,TimeOfFlight,AirFarePrice
City_4,44.3,-76.69,City_7,49.53,-89.96,1161.28,3.34,73.0
City_4,44.3,-76.69,City_8,30.12,-111.6,3435.08,2.34,416.0
City_4,44.3,-76.69,City_9,35.06,-83.33,1173.13,4.67,267.0
City_4,44.3,-76.69,City_10,38.7,-99.58,1997.65,,
City_4,44.3,-76.69,City_11,45.59,-93.6,1336.04,,
City_4,44.3,-76.69,City_12,33.95,-73.12,1191.03,3.78,166.0
City_4,44.3,-76.69,City_13,47.26,-93.92,1372.99,,
City_4,44.3,-76.69,City_14,49.67,-114.59,2903.78,1.11,657.0
City_4,44.3,-76.69,City_15,33.28,-112.09,3272.58,1.04,457.0
City_4,44.3,-76.69,City_16,41.95,-92.74,1326.24,,
City_4,44.3,-76.69,City_17,30.18,-93.78,2171.6,,
City_4,44.3,-76.69,City_18,37.73,-88.12,1203.64,,
City_4,44.3,-76.69,City_19,30.88,-99.93,2518.88,2.5,182.0
City_4,44.3,-76.69,City_20,49.13,-87.51,982.89,3.51,983.0
City_5,43.95,-111.34,City_6,34.32,-116.25,1150.94,4.71,689.0
City_5,43.95,-111.34,City_7,49.53,-89.96,1736.01,,
City_5,43.95,-111.34,City_8,30.12,-111.6,1538.0,3.87,334.0
City_5,43.95,-111.34,City_9,35.06,-83.33,2582.59,3.01,55.0
City_5,43.95,-111.34,City_10,38.7,-99.58,1140.8,2.32,401.0
City_5,43.95,-111.34,City_11,45.59,-93.6,1409.3,,
City_5,43.95,-111.34,City_12,33.95,-73.12,3451.71,1.5,866.0
City_5,43.95,-111.34,City_13,47.26,-93.92,1400.9,,
City_5,43.95,-111.34,City_14,49.67,-114.59,682.26,0.96,885.0
City_5,43.95,-111.34,City_15,33.28,-112.09,1188.22,0.63,877.0
City_5,43.95,-111.34,City_16,41.95,-92.74,1526.74,4.05,560.0
City_5,43.95,-111.34,City_17,30.18,-93.78,2175.61,,
City_5,43.95,-111.34,City_18,37.73,-88.12,2063.8,,
City_5,43.95,-111.34,City_19,30.88,-99.93,1764.7,,
City_5,43.95,-111.34,City_20,49.13,-87.51,1902.27,,
City_6,34.32,-116.25,City_7,49.53,-89.96,2730.99,,
City_6,34.32,-116.25,City_8,30.12,-111.6,639.72,4.58,904.0
City_6,34.32,-116.25,City_9,35.06,-83.33,2997.23,,
City_6,34.32,-116.25,City_10,38.7,-99.58,1564.75,2.21,416.0
City_6,34.32,-116.25,City_11,45.59,-93.6,2289.12,,
City_6,34.32,-116.25,City_12,33.95,-73.12,3939.17,,
City_6,34.32,-116.25,City_13,47.26,-93.92,2352.95,1.54,893.0
City_6,34.32,-116.25,City_14,49.67,-114.59,1712.23,1.72,656.0
City_6,34.32,-116.25,City_15,33.28,-112.09,401.37,1.72,295.0
City_6,34.32,-116.25,City_16,41.95,-92.74,2215.22,4.39,399.0
City_6,34.32,-116.25,City_17,30.18,-93.78,2157.86,,
City_6,34.32,-116.25,City_18,37.73,-88.12,2548.21,2.8,88.0
City_6,34.32,-116.25,City_19,30.88,-99.93,1573.97,,
City_6,34.32,-116.25,City_20,49.13,-87.51,2870.5,1.33,965.0
City_7,49.53,-89.96,City_8,30.12,-111.6,2820.48,,
City_7,49.53,-89.96,City_9,35.06,-83.33,1697.22,,
City_7,49.53,-89.96,City_10,38.7,-99.58,1425.69,,
City_7,49.53,-89.96,City_11,45.59,-93.6,516.13,,
City_7,49.53,-89.96,City_12,33.95,-73.12,2215.02,,
City_7,49.53,-89.96,City_13,47.26,-93.92,386.16,,
City_7,49.53,-89.96,City_14,49.67,-114.59,1767.12,,
City_7,49.53,-89.96,City_15,33.28,-112.09,2564.45,,
City_7,49.53,-89.96,City_16,41.95,-92.74,869.87,,
City_7,49.53,-89.96,City_17,30.18,-93.78,2175.46,,
City_7,49.53,-89.96,City_18,37.73,-88.12,1320.32,3.47,98.0
City_7,49.53,-89.96,City_19,30.88,-99.93,2235.33,2.98,251.0
City_7,49.53,-89.96,City_20,49.13,-87.51,183.02,,
City_8,30.12,-111.6,City_9,35.06,-83.33,2695.33,1.05,254.0
City_8,30.12,-111.6,City_10,38.7,-99.58,1455.75,0.78,969.0
City_8,30.12,-111.6,City_11,45.59,-93.6,2325.04,0.69,712.0
City_8,30.12,-111.6,City_12,33.95,-73.12,3631.01,4.41,991.0
City_8,30.12,-111.6,City_13,47.26,-93.92,2434.76,,
City_8,30.12,-111.6,City_14,49.67,-114.59,2188.32,0.87,724.0
City_8,30.12,-111.6,City_15,33.28,-112.09,354.42,,
City_8,30.12,-111.6,City_16,41.95,-92.74,2137.93,,
City_8,30.12,-111.6,City_17,30.18,-93.78,1711.68,2.77,752.0
City_8,30.12,-111.6,City_18,37.73,-88.12,2317.84,,
City_8,30.12,-111.6,City_19,30.88,-99.93,1120.76,4.5,134.0
City_8,30.12,-111.6,City_20,49.13,-87.51,2929.02,,
City_9,35.06,-83.33,City_10,38.7,-99.58,1498.63,4.09,401.0
City_9,35.06,-83.33,City_11,45.59,-93.6,1456.48,3.39,767.0
City_9,35.06,-83.33,City_12,33.95,-73.12,943.25,,
City_9,35.06,-83.33,City_13,47.26,-93.92,1617.25,4.39,137.0
City_9,35.06,-83.33,City_14,49.67,-114.59,3005.78,3.13,901.0
City_9,35.06,-83.33,City_15,33.28,-112.09,2644.17,,
City_9,35.06,-83.33,City_16,41.95,-92.74,1120.04,3.29,842.0
City_9,35.06,-83.33,City_17,30.18,-93.78,1118.14,,
City_9,35.06,-83.33,City_18,37.73,-88.12,521.37,2.1,851.0
City_9,35.06,-83.33,City_19,30.88,-99.93,1614.53,,
City_9,35.06,-83.33,City_20,49.13,-87.51,1601.42,1.69,292.0
City_10,38.7,-99.58,City_11,45.59,-93.6,910.45,4.45,541.0
City_10,38.7,-99.58,City_12,33.95,-73.12,2419.53,3.83,302.0
City_10,38.7,-99.58,City_13,47.26,-93.92,1056.63,3.37,201.0
City_10,38.7,-99.58,City_14,49.67,-114.59,1702.82,,
City_10,38.7,-99.58,City_15,33.28,-112.09,1275.08,,
City_10,38.7,-99.58,City_16,41.95,-92.74,682.91,,
City_10,38.7,-99.58,City_17,30.18,-93.78,1085.86,4.84,535.0
City_10,38.7,-99.58,City_18,37.73,-88.12,1006.33,,
City_10,38.7,-99.58,City_19,30.88,-99.93,870.13,,
City_10,38.7,-99.58,City_20,49.13,-87.51,1506.11,3.78,123.0
City_11,45.59,-93.6,City_12,33.95,-73.12,2166.34,0.72,583.0
City_11,45.59,-93.6,City_13,47.26,-93.92,187.31,2.13,137.0
City_11,45.59,-93.6,City_14,49.67,-114.59,1630.92,3.76,601.0
City_11,45.59,-93.6,City_15,33.28,-112.09,2087.31,,
City_11,45.59,-93.6,City_16,41.95,-92.74,410.59,3.39,348.0
City_11,45.59,-93.6,City_17,30.18,-93.78,1713.59,2.3,978.0
City_11,45.59,-93.6,City_18,37.73,-88.12,984.86,2.93,649.0
City_11,45.59,-93.6,City_19,30.88,-99.93,1725.16,1.02,187.0
City_11,45.59,-93.6,City_20,49.13,-87.51,604.11,,
City_12,33.95,-73.12,City_13,47.26,-93.92,2283.59,,
City_12,33.95,-73.12,City_14,49.67,-114.59,3792.34,4.6,153.0
City_12,33.95,-73.12,City_15,33.28,-112.09,3587.39,3.46,255.0
City_12,33.95,-73.12,City_16,41.95,-92.74,1930.35,,
City_12,33.95,-73.12,City_17,30.18,-93.78,1987.77,1.21,361.0
City_12,33.95,-73.12,City_18,37.73,-88.12,1414.06,,
City_12,33.95,-73.12,City_19,30.88,-99.93,2532.39,0.79,145.0
City_12,33.95,-73.12,City_20,49.13,-87.51,2062.02,2.29,875.0
City_13,47.26,-93.92,City_14,49.67,-114.59,1542.28,,
City_13,47.26,-93.92,City_15,33.28,-112.09,2178.83,,
City_13,47.26,-93.92,City_16,41.95,-92.74,597.77,,
City_13,47.26,-93.92,City_17,30.18,-93.78,1899.25,,
City_13,47.26,-93.92,City_18,37.73,-88.12,1160.66,4.3,324.0
City_13,47.26,-93.92,City_19,30.88,-99.93,1892.36,3.52,650.0
City_13,47.26,-93.92,City_20,49.13,-87.51,518.41,,
City_14,49.67,-114.59,City_15,33.28,-112.09,1834.08,0.85,520.0
City_14,49.67,-114.59,City_16,41.95,-92.74,1889.15,0.76,173.0
City_14,49.67,-114.59,City_17,30.18,-93.78,2781.46,,
City_14,49.67,-114.59,City_18,37.73,-88.12,2488.11,,
City_14,49.67,-114.59,City_19,30.88,-99.93,2421.7,3.66,331.0
City_14,49.67,-114.59,City_20,49.13,-87.51,1949.87,3.42,509.0
City_15,33.28,-112.09,City_16,41.95,-92.74,1951.53,,
City_15,33.28,-112.09,City_17,30.18,-93.78,1763.19,4.63,194.0
City_15,33.28,-112.09,City_18,37.73,-88.12,2218.86,,
City_15,33.28,-112.09,City_19,30.88,-99.93,1175.57,,
City_15,33.28,-112.09,City_20,49.13,-87.51,2686.43,2.83,307.0
City_16,41.95,-92.74,City_17,30.18,-93.78,1312.07,4.29,137.0
City_16,41.95,-92.74,City_18,37.73,-88.12,612.81,3.08,494.0
City_16,41.95,-92.74,City_19,30.88,-99.93,1387.64,,
City_16,41.95,-92.74,City_20,49.13,-87.51,895.75,2.53,813.0
City_17,30.18,-93.78,City_18,37.73,-88.12,988.09,,
City_17,30.18,-93.78,City_19,30.88,-99.93,594.08,,
City_17,30.18,-93.78,City_20,49.13,-87.51,2172.55,4.12,482.0
City_18,37.73,-88.12,City_19,30.88,-99.93,1323.71,3.67,992.0
City_18,37.73,-88.12,City_20,49.13,-87.51,1268.57,,
City_19,30.88,-99.93,City_20,49.13,-87.51,2281.6,,
